Original Gene ID	Gene Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000029449	Rhof	5	123241107	123270755	-	29649	-0.0474	5.2947	-0.502691676	0.622947147	0.957279195	-5.165369276
ENSMUSG00000069682	Gm10275	10	29574742	29575376	-	635	0.0967	3.4300	0.502658211	0.622970086	0.957279195	-4.93919501
ENSMUSG00000040606	Kazn	4	141829701	142205056	-	375356	0.0297	7.8715	0.502625697	0.622992375	0.957279195	-5.193025495
ENSMUSG00000024208	Uqcc2	17	27341637	27352890	-	11254	0.0418	5.9996	0.50254855	0.62304526	0.957279195	-5.209501464
ENSMUSG00000060038	Dhps	8	85798386	85801791	+	3406	0.0287	4.9223	0.502445762	0.623115726	0.957279195	-5.130507984
ENSMUSG00000033060	Lmo7	14	101967393	102172146	+	204754	0.0571	7.9809	0.502084291	0.623363562	0.957279195	-5.19015062
ENSMUSG00000050379	Septin6	X	36174979	36255447	-	80469	0.0226	5.7804	0.502014111	0.623411685	0.957279195	-5.199481313
ENSMUSG00000030615	Tmem126a	7	90099908	90106437	-	6530	-0.0333	4.2625	-0.501939208	0.623463049	0.957279195	-5.05184504
ENSMUSG00000026096	Osgepl1	1	53352783	53365502	+	12720	0.0590	3.3982	0.501931656	0.623468228	0.957279195	-4.935888723
ENSMUSG00000041935	AW549877	15	4011517	4025226	-	13710	-0.0497	6.0681	-0.501872318	0.62350892	0.957279195	-5.212686744
ENSMUSG00000037936	Scarb1	5	125354151	125418158	-	64008	-0.0255	6.0742	-0.501527545	0.623745378	0.957279195	-5.212978785
ENSMUSG00000053470	Kdm3a	6	71565956	71609974	-	44019	0.0537	6.6860	0.501401569	0.623831788	0.957279195	-5.220680826
ENSMUSG00000018196	Glrx2	1	143592076	143625414	+	33339	0.0320	5.8501	0.501346629	0.623869474	0.957279195	-5.203386513
ENSMUSG00000048001	Hes5	4	155045380	155046828	+	1449	-0.0610	4.7675	-0.501309012	0.623895278	0.957279195	-5.114703763
ENSMUSG00000050567	Maml1	11	50146461	50183138	-	36678	-0.0302	4.3225	-0.501127613	0.62401972	0.957279195	-5.060066971
ENSMUSG00000040123	Zmym5	14	57028042	57049173	-	21132	0.0384	5.8029	0.501103006	0.624036601	0.957279195	-5.200991722
ENSMUSG00000086583	Gm15500	7	114304452	114305470	-	1019	0.0686	4.6785	0.500540042	0.624422882	0.957279195	-5.103941428
ENSMUSG00000027361	Gabpb1	2	126469362	126518257	-	48896	0.0376	4.8803	0.500502069	0.624448942	0.957279195	-5.126941708
ENSMUSG00000022999	Lmbr1l	15	98801798	98816112	-	14315	0.0519	3.5763	0.500110723	0.624717538	0.957279195	-4.959331565
ENSMUSG00000025241	Fyco1	9	123618565	123680964	-	62400	0.0470	6.5848	0.500107672	0.624719633	0.957279195	-5.221521693
ENSMUSG00000031516	Dctn6	8	34557574	34575950	-	18377	-0.0216	6.3427	-0.50002051	0.624779463	0.957279195	-5.219992146
ENSMUSG00000028466	Creb3	4	43562332	43567060	+	4729	-0.0218	5.2325	-0.499997514	0.624795249	0.957279195	-5.161092485
ENSMUSG00000045854	Lyrm2	4	32800253	32801559	+	1307	-0.0307	3.9504	-0.499733312	0.624976623	0.957279195	-5.010161404
ENSMUSG00000016344	Ppdpf	2	180829040	180830564	+	1525	-0.0409	5.5492	-0.499521213	0.625122248	0.957279195	-5.186244425
ENSMUSG00000085783	Gm9816	16	62537400	62538813	+	1414	0.0963	0.0603	0.49945484	0.625167822	0.957279195	-4.684007896
ENSMUSG00000040822	1700123O20Rik	14	54923673	54928198	+	4526	-0.0435	3.6488	-0.49926384	0.625298978	0.957279195	-4.969412208
ENSMUSG00000038525	Armc10	5	21850811	21867692	+	16882	0.0326	4.6008	0.499212796	0.625334031	0.957279195	-5.095752978
ENSMUSG00000057982	Zfp809	9	22137010	22154650	+	17641	-0.0329	4.6311	-0.499207758	0.625337491	0.957279195	-5.099676283
ENSMUSG00000039067	Psmd7	8	108307013	108315096	-	8084	-0.0195	6.5766	-0.499188957	0.625350403	0.957279195	-5.222167145
ENSMUSG00000032174	Icam5	9	20943369	20950332	+	6964	0.0290	8.3773	0.499163068	0.625368182	0.957279195	-5.180144211
ENSMUSG00000030246	Ldhb	6	142435975	142453683	-	17709	-0.0261	9.2177	-0.499120038	0.625397734	0.957279195	-5.154591243
ENSMUSG00000028345	Tex10	4	48430858	48473459	-	42602	-0.0416	4.6273	-0.499034728	0.625456323	0.957279195	-5.099354656
ENSMUSG00000040373	Cacng5	11	107765431	107805881	-	40451	-0.0665	4.5449	-0.498974878	0.625497428	0.957279195	-5.089513855
ENSMUSG00000026028	Trak2	1	58939608	59012589	-	72982	-0.0431	8.1461	-0.498974488	0.625497697	0.957279195	-5.186725235
ENSMUSG00000036450	Hif1an	19	44551289	44564713	+	13425	-0.0258	6.0450	-0.498839679	0.62559029	0.957279195	-5.212994829
ENSMUSG00000099632	2900093K20Rik	2	163261715	163262281	+	567	-0.0759	0.6349	-0.49868622	0.6256957	0.957279195	-4.707335797
ENSMUSG00000035621	Midn	10	79984106	79994202	+	10097	-0.0523	5.2437	-0.498188198	0.626037849	0.957279195	-5.162784942
ENSMUSG00000020650	Bcap29	12	31640966	31684657	-	43692	-0.0392	5.2515	-0.497388122	0.626587701	0.957279195	-5.163770823
ENSMUSG00000029505	Ep400	5	110812239	110918583	-	106345	-0.0309	7.0429	-0.497211845	0.626708878	0.957279195	-5.217654701
ENSMUSG00000106928	Gm43860	5	35708604	35711308	-	2705	-0.0679	1.1553	-0.49679972	0.626992227	0.957279195	-4.734973098
ENSMUSG00000030094	Xpc	6	91466287	91492870	-	26584	-0.0335	5.1162	-0.496516746	0.627186815	0.957279195	-5.151980342
ENSMUSG00000030275	Etnk1	6	143112947	143178033	+	65087	0.0420	9.0762	0.496340322	0.627308149	0.957279195	-5.16010236
ENSMUSG00000027201	Myef2	2	124926548	124965581	-	39034	-0.0436	6.4713	-0.496262254	0.627361843	0.957279195	-5.222964519
ENSMUSG00000025403	Shmt2	10	127352992	127358313	-	5322	0.0280	4.6223	0.496208977	0.627398487	0.957279195	-5.099376518
ENSMUSG00000034353	Ramp1	1	91107544	91152918	+	45375	-0.0392	6.6411	-0.496181191	0.627417599	0.957279195	-5.223270786
ENSMUSG00000030532	Hddc3	7	79992852	80000295	+	7444	-0.0324	4.1288	-0.496154778	0.627435767	0.957279195	-5.035739684
ENSMUSG00000046922	Gpr6	10	40945973	40948281	-	2309	0.0515	6.5590	0.496016937	0.627530582	0.957279195	-5.223135937
ENSMUSG00000064068	Mtx1	3	89116388	89134395	-	18008	0.0249	5.2084	0.4959841	0.627553171	0.957279195	-5.160364553
ENSMUSG00000105408	Gm7285	5	137599855	137600434	+	580	0.1054	-1.1154	0.495918642	0.6275982	0.957279195	-4.652575048
ENSMUSG00000035278	Plekhj1	10	80631933	80634460	-	2528	0.0316	4.5380	0.495767486	0.627702187	0.957279195	-5.089347077
ENSMUSG00000087674	4930447M23Rik	2	19349128	19355861	+	6734	0.0580	3.5848	0.49574791	0.627715655	0.957279195	-4.961882374
ENSMUSG00000097515	1700040D17Rik	3	94316702	94320226	-	3525	-0.0638	1.3075	-0.495290216	0.628030578	0.957279195	-4.744562896
ENSMUSG00000000915	Hip1r	5	124111691	124143621	+	31931	-0.0254	6.7341	-0.495028329	0.628210807	0.957279195	-5.223220136
ENSMUSG00000070072	Mir433	12	109558149	109558272	+	124	0.1106	0.3503	0.494617027	0.628493912	0.957279195	-4.695376231
ENSMUSG00000059518	Znhit1	5	137011018	137016875	-	5858	-0.0312	5.3950	-0.494485867	0.628584205	0.957279195	-5.176707193
ENSMUSG00000030452	Nipa2	7	55581035	55612224	-	31190	-0.0423	5.1829	-0.494475542	0.628591313	0.957279195	-5.158860367
ENSMUSG00000031824	6430548M08Rik	8	120840891	120892045	+	51155	-0.0575	7.9598	-0.49432413	0.628695555	0.957279195	-5.193767324
ENSMUSG00000031988	Vps26b	9	26919067	26941361	-	22295	0.0214	7.2336	0.49425638	0.628742201	0.957279195	-5.21423196
ENSMUSG00000022507	1810013L24Rik	16	8647964	8676786	+	28823	-0.0388	6.8859	-0.494078621	0.628864597	0.957279195	-5.221812519
ENSMUSG00000020775	Mrpl38	11	116022643	116029694	-	7052	-0.0304	5.3290	-0.493811784	0.629048349	0.957279195	-5.171590657
ENSMUSG00000027122	Arl14ep	2	106792872	106804769	-	11898	-0.0403	5.5320	-0.493730613	0.629104251	0.957279195	-5.18727435
ENSMUSG00000025016	Tm9sf3	19	41199283	41252436	-	53154	-0.0267	7.2944	-0.493488842	0.62927077	0.957279195	-5.213012582
ENSMUSG00000105858	2310074N15Rik	5	24652906	24653487	+	582	0.0926	-0.1937	0.49339959	0.629332248	0.957279195	-4.676234402
ENSMUSG00000028137	Celf3	3	94385602	94399505	+	13904	-0.0321	7.9639	-0.493368969	0.62935334	0.957279195	-5.194025121
ENSMUSG00000032305	Fam219b	9	57444811	57450467	+	5657	0.0240	4.6696	0.493218978	0.629456663	0.957279195	-5.106173113
ENSMUSG00000040952	Rps19	7	24583796	24589231	+	5436	0.0372	7.8576	0.49297352	0.629625767	0.957279195	-5.197211944
ENSMUSG00000083811	Gm13071	4	149585090	149585465	+	376	-0.0876	-0.2680	-0.492831751	0.629723447	0.957279195	-4.674093156
ENSMUSG00000022801	Lrch3	16	32734470	32836017	+	101548	0.0423	6.0259	0.492810595	0.629738024	0.957279195	-5.214411642
ENSMUSG00000037012	Hk1	10	62104634	62215687	-	111054	-0.0291	8.2570	-0.492749465	0.629780146	0.957279195	-5.186049167
ENSMUSG00000040455	Usp45	4	21767156	21837872	+	70717	-0.0434	5.6751	-0.492382554	0.630032992	0.957279195	-5.197326918
ENSMUSG00000000439	Mkrn2	6	115578863	115599585	+	20723	0.0258	5.5714	0.492337511	0.630064035	0.957279195	-5.190388537
ENSMUSG00000029754	Dlx6	6	6863334	6868568	+	5235	0.0566	5.3731	0.492227582	0.630139801	0.957279195	-5.175588509
ENSMUSG00000050821	Fam131a	16	20511991	20521798	+	9808	0.0394	7.5937	0.491964318	0.630321266	0.957279195	-5.205158293
ENSMUSG00000053693	Mast1	8	85638532	85663988	-	25457	-0.1246	5.2766	-0.491951241	0.630330281	0.957279195	-5.16807189
ENSMUSG00000003068	Stk11	10	79951637	79966516	+	14880	0.0319	6.1318	0.491818168	0.630422017	0.957279195	-5.218368895
ENSMUSG00000005986	Ankrd13d	19	4320208	4333165	-	12958	-0.0457	5.6648	-0.491741902	0.630474595	0.957279195	-5.19693218
ENSMUSG00000026360	Rgs2	1	143875076	143879899	-	4824	-0.0587	7.0679	-0.491710453	0.630496276	0.957279195	-5.219382006
ENSMUSG00000018362	Kpna2	11	106879455	106890367	-	10913	-0.0402	4.3758	-0.491672922	0.630522152	0.957279195	-5.070460936
ENSMUSG00000032527	Pccb	9	100864085	100916951	-	52867	-0.0217	5.7563	-0.491618233	0.630559857	0.957279195	-5.202417883
ENSMUSG00000046058	Eid2	7	27967306	27968697	+	1392	0.0323	4.7812	0.491616117	0.630561316	0.957279195	-5.119415102
ENSMUSG00000003809	Gcdh	8	85613022	85620550	-	7529	-0.0293	4.9085	-0.491559272	0.63060051	0.957279195	-5.13344029
ENSMUSG00000020496	Rnf187	11	58823114	58829742	-	6629	0.0283	8.5020	0.491539328	0.63061426	0.957279195	-5.179488036
ENSMUSG00000004748	Mtfp1	11	4041480	4045445	-	3966	-0.1029	4.8129	-0.491344174	0.630748824	0.957279195	-5.12347401
ENSMUSG00000048379	Socs4	14	47514388	47533559	+	19172	-0.0411	3.8931	-0.491340874	0.630751099	0.957279195	-5.005079682
ENSMUSG00000025377	Tepsin	11	119981357	119989557	-	8201	0.0308	4.3177	0.491283385	0.630790742	0.957279195	-5.062632218
ENSMUSG00000056602	Fry	5	150042110	150421218	+	379109	-0.0359	8.0124	-0.491015178	0.630975705	0.957279195	-5.193576592
ENSMUSG00000054237	Fra10ac1	19	38176929	38212604	-	35676	0.0435	4.4420	0.490993095	0.630990935	0.957279195	-5.078901986
ENSMUSG00000035958	Tdp2	13	25015662	25026136	+	10475	0.0394	3.9264	0.490951435	0.631019668	0.957279195	-5.009577439
ENSMUSG00000022682	Rrn3	16	13598572	13632703	+	34132	-0.0215	6.0931	-0.490655127	0.631224047	0.957279195	-5.217884782
ENSMUSG00000017664	Slc35c2	2	165118474	165129789	-	11316	0.0211	5.9827	0.490630018	0.631241367	0.957279195	-5.213631636
ENSMUSG00000032336	Nptn	9	58489523	58565238	+	75716	0.0407	9.3605	0.490527733	0.631311927	0.957279195	-5.153303807
ENSMUSG00000019872	Smpdl3a	10	57670431	57687926	+	17496	0.0332	4.9807	0.490490357	0.631337711	0.957279195	-5.140921414
ENSMUSG00000025207	Sema4g	19	44977540	44991836	+	14297	-0.0813	4.7651	-0.490199668	0.631538261	0.957279195	-5.118654922
ENSMUSG00000015846	Rxra	2	27566452	27652969	+	86518	0.0262	5.8111	0.490112655	0.631598299	0.957279195	-5.20578271
ENSMUSG00000040599	Mis12	11	70910437	70918197	+	7761	-0.0266	4.6849	-0.489993014	0.631680853	0.957279195	-5.109386603
ENSMUSG00000092086	Gm6793	8	112740585	112741640	-	1056	-0.0931	0.9944	-0.489921606	0.631730129	0.957279195	-4.726778618
ENSMUSG00000051790	Nlgn2	11	69713948	69728610	-	14663	0.0301	8.1638	0.489749695	0.631848764	0.957279195	-5.189814228
ENSMUSG00000074698	Csnk2a1	2	152068759	152123772	+	55014	-0.0273	6.6983	-0.489526486	0.632002815	0.957279195	-5.225593682
ENSMUSG00000067274	Rplp0	5	115697526	115701786	+	4261	0.0361	7.7408	0.489526036	0.632003126	0.957279195	-5.201885543
ENSMUSG00000037373	Ctbp1	5	33405067	33432338	-	27272	-0.0248	7.7123	-0.489471636	0.632040673	0.957279195	-5.202722632
ENSMUSG00000045098	Kmt5b	19	3817421	3868303	+	50883	-0.0206	6.2410	-0.489415828	0.632079195	0.957279195	-5.222421105
ENSMUSG00000029701	Rbm28	6	29123575	29165005	-	41431	-0.0371	6.2330	-0.489382479	0.632102214	0.957279195	-5.222289083
ENSMUSG00000054484	Tmem62	2	120807498	120838333	+	30836	0.0341	5.3976	0.489217785	0.6322159	0.957279195	-5.178761636
ENSMUSG00000022016	Akap11	14	78729686	78774248	-	44563	-0.0495	8.6827	-0.489001452	0.632365246	0.957279195	-5.17513306
ENSMUSG00000027849	Syt6	3	103482547	103552885	+	70339	-0.0466	7.4754	-0.488581717	0.632655059	0.957279195	-5.209889344
ENSMUSG00000024797	Vps51	19	6117872	6127261	-	9390	-0.0220	5.6392	-0.488444672	0.632749698	0.957279195	-5.196508124
ENSMUSG00000026135	Zfp142	1	74604286	74627405	-	23120	-0.0185	5.8566	-0.488400882	0.632779939	0.957279195	-5.208969795
ENSMUSG00000100252	Mir124-2hg	3	17844085	17863134	+	19050	-0.0400	5.7486	-0.488213223	0.632909545	0.957279195	-5.203386557
ENSMUSG00000003135	Cnot11	1	39574073	39585970	+	11898	-0.0237	5.0933	-0.48819508	0.632922076	0.957279195	-5.152936975
ENSMUSG00000028245	Nsmaf	4	6396207	6454271	-	58065	0.0467	5.6964	0.488041464	0.633028179	0.957279195	-5.200065809
ENSMUSG00000022283	Pabpc1	15	36595905	36609912	-	14008	0.0211	7.3748	0.487987261	0.63306562	0.957279195	-5.212898174
ENSMUSG00000042066	Tmcc2	1	132284053	132319019	-	34967	0.0329	8.0489	0.487987093	0.633065736	0.957279195	-5.193725096
ENSMUSG00000071866	Ppia	11	6365443	6369817	+	4375	0.0269	9.0482	0.487767863	0.633217178	0.957279195	-5.16423682
ENSMUSG00000014361	Mertk	2	128540876	128644814	+	103939	0.0264	5.9123	0.487469929	0.633423016	0.957279195	-5.211892746
ENSMUSG00000021285	Ppp1r13b	12	111794891	111874544	-	79654	-0.0166	6.7702	-0.487436891	0.633445843	0.957279195	-5.225883204
ENSMUSG00000020841	Cpd	11	76669250	76737844	-	68595	0.0200	6.8608	0.487431648	0.633449466	0.957279195	-5.224627388
ENSMUSG00000042997	Nhlrc3	3	53356004	53370753	-	14750	0.0403	4.4295	0.487288963	0.633548058	0.957279195	-5.07861509
ENSMUSG00000032939	Nup93	8	94941192	95043855	+	102664	0.0584	5.8366	0.487204771	0.633606236	0.957279195	-5.208154697
ENSMUSG00000031654	Cbln1	8	88195033	88199237	-	4205	-0.1240	1.5327	-0.487183916	0.633620648	0.957279195	-4.76092743
ENSMUSG00000020917	Acly	11	100367179	100418826	-	51648	-0.0422	8.1523	-0.487118787	0.633665655	0.957279195	-5.191139111
ENSMUSG00000047832	Cdca4	12	112783849	112793043	-	9195	-0.0358	3.1882	-0.487104581	0.633675472	0.957279195	-4.914377066
ENSMUSG00000063524	Eno1	4	150321178	150333336	+	12159	-0.0305	9.6423	-0.486975019	0.633765011	0.957279195	-5.145762128
ENSMUSG00000029016	Clcn6	4	148088716	148123278	-	34563	-0.0222	7.0332	-0.48693298	0.633794065	0.957279195	-5.22189512
ENSMUSG00000031095	Cul4b	X	37622151	37665073	-	42923	-0.0577	5.1781	-0.486642485	0.633994849	0.95735069	-5.161421515
ENSMUSG00000028251	Tstd3	4	21757382	21767212	-	9831	-0.0319	3.7916	-0.486507072	0.634088454	0.95735069	-4.992663798
ENSMUSG00000026810	Dpm2	2	32460870	32463591	+	2722	0.0252	5.4181	0.486450067	0.634127861	0.95735069	-5.181408191
ENSMUSG00000039037	St6galnac5	3	152522718	152687883	-	165166	-0.0277	6.7955	-0.486195253	0.634304025	0.957472471	-5.226082948
ENSMUSG00000038013	Wipf2	11	98754464	98795866	+	41403	0.0269	6.3773	0.485878215	0.634523239	0.957584648	-5.225960915
ENSMUSG00000043716	Rpl7	1	16171519	16174886	-	3368	-0.0230	8.2475	-0.485692197	0.634651877	0.957584648	-5.189017963
ENSMUSG00000031913	Vps4a	8	107757854	107772387	+	14534	0.0206	6.8861	0.485673409	0.63466487	0.957584648	-5.22495986
ENSMUSG00000098449	Gm7467	5	76452723	76453374	+	652	0.1079	-0.2956	0.485180627	0.635005708	0.957954744	-4.673943683
ENSMUSG00000046671	Mtfr1l	4	134252861	134262698	-	9838	0.0266	6.2798	0.484570787	0.635427629	0.95809562	-5.22490143
ENSMUSG00000110396	Gm36737	7	135768815	135775025	-	6211	-0.0737	2.4836	-0.484546162	0.635444669	0.95809562	-4.839678693
ENSMUSG00000003032	Klf4	4	55527143	55532466	-	5324	-0.0768	1.8304	-0.484497466	0.635478366	0.95809562	-4.783337012
ENSMUSG00000058625	Gm17383	18	82356587	82357941	+	1355	-0.0549	2.6358	-0.484492783	0.635481606	0.95809562	-4.854437112
ENSMUSG00000024050	Wiz	17	32573029	32608413	-	35385	0.0289	5.9073	0.484355083	0.635576897	0.95809562	-5.212831027
ENSMUSG00000006589	Aprt	8	123301374	123303648	-	2275	-0.0493	4.2623	-0.483827324	0.635942176	0.958149676	-5.057994519
ENSMUSG00000028911	Srsf4	4	131600928	131629017	+	28090	0.0217	6.4678	0.483772211	0.635980327	0.958149676	-5.227678977
ENSMUSG00000060601	Nr1h2	7	44199040	44203375	-	4336	0.0350	5.5512	0.483647569	0.636066613	0.958149676	-5.192268259
ENSMUSG00000019505	Ubb	11	62441997	62444039	+	2043	0.0387	9.1989	0.483516286	0.636157502	0.958149676	-5.16104232
ENSMUSG00000003662	Ciao1	2	127082858	127089736	-	6879	-0.0242	5.8564	-0.482908447	0.636578395	0.958149676	-5.211097667
ENSMUSG00000033955	Tnks1bp1	2	84878366	84903392	+	25027	-0.0460	5.9932	-0.482782759	0.636665443	0.958149676	-5.217320393
ENSMUSG00000043572	Pars2	4	106508266	106512479	+	4214	0.0498	4.0169	0.482612535	0.636783344	0.958149676	-5.024690232
ENSMUSG00000040359	Ufl1	4	25248600	25281821	-	33222	-0.0336	5.6933	-0.482327879	0.636980527	0.958149676	-5.202313716
ENSMUSG00000071645	Tut1	19	8931211	8943574	+	12364	-0.0277	5.2718	-0.481916326	0.637265662	0.958149676	-5.171287196
ENSMUSG00000045733	Sprn	7	139730541	139734790	-	4250	0.0416	6.8764	0.481842794	0.637316613	0.958149676	-5.226529892
ENSMUSG00000117183	Gm20008	17	22932763	22935918	-	3156	0.0721	3.3640	0.481816051	0.637335144	0.958149676	-4.937375058
ENSMUSG00000048478	Spata33	8	123939571	123948785	+	9215	0.0325	3.4778	0.481797039	0.637348318	0.958149676	-4.952037505
ENSMUSG00000036850	Mrpl41	2	24864129	24865110	-	982	-0.0302	5.2583	-0.481785279	0.637356467	0.958149676	-5.170191384
ENSMUSG00000053907	Mat2a	6	72409782	72416541	-	6760	-0.0406	7.7391	-0.481437236	0.637597663	0.958149676	-5.205037513
ENSMUSG00000049422	Chchd10	10	75768964	75773581	+	4618	0.0385	7.4404	0.480952991	0.637933319	0.958149676	-5.21378053
ENSMUSG00000029578	Wipi2	5	142613453	142656343	+	42891	0.0215	7.0549	0.480653049	0.638141266	0.958149676	-5.223792665
ENSMUSG00000055494	Gm14168	2	156413712	156419377	+	5666	-0.0763	1.6602	-0.48061004	0.638171086	0.958149676	-4.771210869
ENSMUSG00000023110	Prmt5	14	54744644	54754982	-	10339	-0.0251	6.0907	-0.480514667	0.638237215	0.958149676	-5.221765144
ENSMUSG00000020463	Ppp4r3b	11	29122890	29170797	+	47908	-0.0419	5.8176	-0.480395491	0.638319853	0.958149676	-5.210104706
ENSMUSG00000021910	Nisch	14	30892887	30938903	-	46017	-0.0185	9.2315	-0.480388731	0.638324541	0.958149676	-5.161177702
ENSMUSG00000040097	Flywch1	17	23971767	23990576	-	18810	0.0242	8.7905	0.48037664	0.638332925	0.958149676	-5.175055141
ENSMUSG00000025931	Paqr8	1	20960830	21009874	+	49045	-0.0370	6.7049	-0.48015681	0.638485373	0.958149676	-5.229249198
ENSMUSG00000049658	Bdp1	13	100154502	100240578	-	86077	-0.0348	5.5856	-0.480141011	0.63849633	0.958149676	-5.196207948
ENSMUSG00000026211	Obsl1	1	75455954	75483096	-	27143	-0.0355	4.1719	-0.480129747	0.638504142	0.958149676	-5.047021609
ENSMUSG00000032481	Smarcc1	9	109946776	110069246	+	122471	-0.0263	6.5446	-0.480105501	0.638520957	0.958149676	-5.229601139
ENSMUSG00000107261	Trmt112-ps1	5	91885564	91885938	-	375	0.1083	-1.2651	0.479917766	0.638651164	0.958149676	-4.650657892
ENSMUSG00000015850	Adamtsl4	3	95583511	95595228	-	11718	0.0496	3.1022	0.479852589	0.638696371	0.958149676	-4.905892366
ENSMUSG00000028218	Cibar1	4	12153409	12172015	-	18607	-0.0318	5.5899	-0.47979844	0.638733931	0.958149676	-5.19660957
ENSMUSG00000112302	Gm48226	12	78269060	78273299	-	4240	-0.0447	2.3772	-0.479748694	0.638768437	0.958149676	-4.83073849
ENSMUSG00000021665	Hexb	13	97312839	97334865	-	22027	-0.0321	7.0426	-0.479606377	0.638867161	0.958149676	-5.224562049
ENSMUSG00000024030	Abcg1	17	31276649	31336962	+	60314	-0.0241	6.7932	-0.47960422	0.638868657	0.958149676	-5.228662986
ENSMUSG00000026278	Bok	1	93613382	93623486	+	10105	0.0868	5.0387	0.479371151	0.639030349	0.958149676	-5.150333068
ENSMUSG00000051375	Pcdh1	18	38318967	38345106	-	26140	-0.0243	7.8965	-0.479069204	0.639239854	0.958149676	-5.201424814
ENSMUSG00000056718	Gm13199	2	5866891	5867745	-	855	0.1684	-0.8163	0.478983659	0.639299215	0.958149676	-4.66044118
ENSMUSG00000029524	Sirt4	5	115616069	115622784	-	6716	0.0503	4.1696	0.478977562	0.639303446	0.958149676	-5.046900302
ENSMUSG00000000253	Gmpr	13	45660920	45707276	+	46357	0.0436	6.5047	0.47878979	0.639433752	0.958149676	-5.229742882
ENSMUSG00000000581	C1d	11	17207579	17219176	+	11598	-0.0232	5.1982	-0.478637228	0.639539634	0.958149676	-5.166117909
ENSMUSG00000027525	Phactr3	2	177760768	177980285	+	219518	0.0205	7.5353	0.478455665	0.639665654	0.958149676	-5.212038157
ENSMUSG00000002996	Hbp1	12	31976253	32000534	-	24282	0.0259	5.2007	0.478289131	0.639781252	0.958149676	-5.166315276
ENSMUSG00000031862	Atp13a1	8	70243813	70260399	+	16587	0.0249	5.8368	0.478221534	0.639828177	0.958149676	-5.21172769
ENSMUSG00000038576	Susd4	1	182591425	182724156	+	132732	-0.0375	7.3150	-0.477947185	0.640018641	0.958149676	-5.218483974
ENSMUSG00000087635	Gm13414	2	34539526	34540252	-	727	-0.1216	-0.0560	-0.477845098	0.640089521	0.958149676	-4.682322528
ENSMUSG00000029345	Tfip11	5	112474224	112485939	+	11716	-0.0265	5.8469	-0.477840124	0.640092975	0.958149676	-5.212547876
ENSMUSG00000033365	Ipo13	4	117751683	117772196	-	20514	0.0196	7.1628	0.477549724	0.640294623	0.958149676	-5.222507699
ENSMUSG00000014859	E2f4	8	106024295	106032002	+	7708	-0.0227	4.9113	-0.477506001	0.640324985	0.958149676	-5.138828021
ENSMUSG00000022443	Myh9	15	77644787	77726375	-	81589	0.0227	6.6720	0.477077051	0.6406229	0.958149676	-5.230426678
ENSMUSG00000002486	Tchp	5	114845821	114860388	+	14568	0.0320	3.6514	0.476956744	0.640706467	0.958149676	-4.976382207
ENSMUSG00000074971	Fibin	2	110191262	110193528	-	2267	-0.0700	1.1152	-0.476714753	0.640874574	0.958149676	-4.735635408
ENSMUSG00000022913	Psmg1	16	95781133	95792160	-	11028	-0.0255	3.5996	-0.476694468	0.640888666	0.958149676	-4.969691113
ENSMUSG00000007836	Hnrnpa0	13	58273693	58276370	-	2678	0.0269	6.6242	0.476681444	0.640897714	0.958149676	-5.230757551
ENSMUSG00000044328	Trp53i13	11	77398925	77406806	-	7882	-0.0522	2.6512	-0.476593142	0.640959062	0.958149676	-4.857860901
ENSMUSG00000020392	Cdkn2aipnl	11	51858488	51868161	+	9674	-0.0231	5.4383	-0.476408151	0.641087593	0.958149676	-5.186842301
ENSMUSG00000026854	Usp20	2	30872291	30913598	+	41308	-0.0199	6.8313	-0.476165203	0.641256411	0.958149676	-5.229491441
ENSMUSG00000057594	Arl16	11	120355692	120358433	-	2742	0.0309	4.2959	0.475989634	0.641378421	0.958149676	-5.064898035
ENSMUSG00000026003	Acadl	1	66869998	66902436	-	32439	-0.0234	5.2196	-0.475981589	0.641384012	0.958149676	-5.169007644
ENSMUSG00000046791	Riox1	12	83997382	83999725	+	2344	-0.0335	3.6409	-0.475931148	0.641419069	0.958149676	-4.975412496
ENSMUSG00000025724	Sec11a	7	80554637	80597528	-	42892	-0.0308	4.8702	-0.475780246	0.641523949	0.958149676	-5.135163501
ENSMUSG00000033819	Ppp1r16a	15	76555815	76579119	+	23305	0.0393	6.4416	0.475486149	0.641728375	0.958149676	-5.230647962
ENSMUSG00000059540	Tcea2	2	181322103	181329864	+	7762	-0.0428	4.9448	-0.475435424	0.641763637	0.958149676	-5.143071796
ENSMUSG00000022940	Pigp	16	94159622	94172701	-	13080	-0.0350	5.2275	-0.475392859	0.641793227	0.958149676	-5.16994674
ENSMUSG00000080848	Gm9385	9	115869661	115870132	-	472	0.0642	2.9509	0.475316891	0.64184604	0.958149676	-4.889692268
ENSMUSG00000001366	Fbxo9	9	77988781	78016347	-	27567	0.0256	6.4480	0.475028928	0.642046249	0.958149676	-5.230915183
ENSMUSG00000097141	Gm10524	18	82710409	82712301	+	1893	-0.0393	3.5572	-0.4749451	0.642104536	0.958149676	-4.96461641
ENSMUSG00000083282	Ctsf	19	4905158	4910946	+	5789	0.0219	6.0345	0.474808171	0.642199752	0.958149676	-5.221772856
ENSMUSG00000037761	Actr5	2	158466808	158481131	+	14324	-0.0301	3.9011	-0.474643713	0.642314118	0.958149676	-5.011421615
