Original Gene ID	Gene Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000049097	Ankrd34a	3	96503952	96507091	+	3140	-0.0571	5.6364	-0.702708245	0.498037986	0.980572306	-4.817583265
ENSMUSG00000034064	Poglut1	16	38345499	38370620	-	25122	0.0481	6.0066	0.702646097	0.498075113	0.980572306	-4.819708922
ENSMUSG00000052364	B630019K06Rik	X	8758621	8761203	+	2583	-0.1212	5.4745	-0.70260466	0.498099867	0.980572306	-4.81524303
ENSMUSG00000027365	Trpm7	2	126633485	126718150	-	84666	0.0845	6.3007	0.702580283	0.49811443	0.980572306	-4.818157918
ENSMUSG00000043183	Simc1	13	54651592	54699103	+	47512	0.1005	4.9806	0.701909408	0.498515328	0.980572306	-4.80666124
ENSMUSG00000023051	Tarbp2	15	102426627	102432111	+	5485	-0.0762	4.1260	-0.701862703	0.498543245	0.980572306	-4.763831945
ENSMUSG00000099784	Dalir	1	42789872	42792041	+	2170	0.1422	0.8922	0.701862652	0.498543275	0.980572306	-4.644911656
ENSMUSG00000060397	Zfp128	7	12615104	12627349	+	12246	0.0741	3.1732	0.701796922	0.498582566	0.980572306	-4.716163465
ENSMUSG00000026248	Mrpl44	1	79753735	79759162	+	5428	-0.0863	4.4792	-0.701781277	0.498591918	0.980572306	-4.782695793
ENSMUSG00000045464	2810002D19Rik	2	94236496	94242027	+	5532	0.1077	1.8247	0.701676498	0.498654555	0.980572306	-4.668073466
ENSMUSG00000003872	Lin7b	7	45017315	45020007	-	2693	-0.1425	5.3860	-0.70163556	0.498679029	0.980572306	-4.813688906
ENSMUSG00000034300	Fam53c	18	34891959	34906813	+	14855	0.0700	6.3919	0.701580879	0.49871172	0.980572306	-4.817848977
ENSMUSG00000000194	Gpr107	2	31042328	31108787	+	66460	0.0677	6.1315	0.701468828	0.498778714	0.980572306	-4.820129356
ENSMUSG00000062563		12	24715832	24731812	-	15981	-0.1152	3.4408	-0.701450994	0.498789378	0.980572306	-4.728189811
ENSMUSG00000022452	Smdt1	15	82223160	82233292	+	10133	-0.1185	5.8098	-0.701339946	0.498855779	0.980572306	-4.818702403
ENSMUSG00000019803	Nr2e1	10	42437959	42459628	-	21670	-0.0663	4.2440	-0.701318144	0.498868816	0.980572306	-4.771976443
ENSMUSG00000053093	Myh7	14	55208141	55232083	-	23943	-0.1015	4.3633	-0.701284513	0.498888927	0.980572306	-4.775775136
ENSMUSG00000024308	Tapbp	17	34134873	34148266	+	13394	0.0624	4.9533	0.701249187	0.498910052	0.980572306	-4.805313363
ENSMUSG00000063808	Gpatch1	7	34975961	35017865	-	41905	0.0564	5.1705	0.700950259	0.499088834	0.980572306	-4.810809337
ENSMUSG00000028284	Map3k7	4	31964097	32023467	+	59371	0.0613	6.4234	0.700678928	0.499251145	0.980572306	-4.81753736
ENSMUSG00000027566	Psma7	2	179678167	179684226	-	6060	-0.0994	6.0733	-0.699812213	0.499769833	0.980572306	-4.82007284
ENSMUSG00000026781	Acbd5	2	22958179	23005570	+	47392	-0.0760	6.4918	-0.699785043	0.499786098	0.980572306	-4.816217272
ENSMUSG00000059554	Ccdc28a	10	18089424	18110746	-	21323	-0.0507	4.9539	-0.69963247	0.499877442	0.980572306	-4.806115637
ENSMUSG00000022389	Tef	15	81686622	81711064	+	24443	0.0706	9.4806	0.699582498	0.499907361	0.980572306	-4.765973874
ENSMUSG00000020392	Cdkn2aipnl	11	51858488	51868161	+	9674	-0.0720	5.2666	-0.699287819	0.500083818	0.980572306	-4.813415814
ENSMUSG00000022537	Tmem44	16	30330673	30369660	-	38988	0.1024	6.5890	0.69915336	0.500164346	0.980572306	-4.815200661
ENSMUSG00000059005	Hnrnpa3	2	75489605	75499751	+	10147	-0.0508	7.2130	-0.699051541	0.50022533	0.980572306	-4.801294587
ENSMUSG00000029203	Ube2k	5	65694576	65756331	+	61756	-0.0654	6.5772	-0.698790995	0.500381406	0.980572306	-4.815352033
ENSMUSG00000048027	Rgmb	17	16023450	16051301	-	27852	-0.0815	6.0983	-0.698680364	0.500447687	0.980572306	-4.820219327
ENSMUSG00000024968	Rcor2	19	7244690	7252590	+	7901	-0.1184	2.5140	-0.698563286	0.500517836	0.980572306	-4.690911982
ENSMUSG00000030785	Cox6a2	7	127804607	127805559	-	953	-0.1658	1.8965	-0.69850032	0.500555566	0.980572306	-4.669242282
ENSMUSG00000015599	Ttbk1	17	46753374	46798601	-	45228	0.1113	7.4197	0.698440643	0.500591326	0.980572306	-4.796842283
ENSMUSG00000038658	Ric1	19	29499682	29584229	+	84548	0.1078	6.5952	0.698381587	0.500626716	0.980572306	-4.81453011
ENSMUSG00000030659	Nucb2	7	116103604	116139819	+	36216	-0.0765	4.6420	-0.698322598	0.500662067	0.980572306	-4.793058506
ENSMUSG00000028999	Rint1	5	23992709	24025367	+	32659	-0.0570	4.6827	-0.697921074	0.500902734	0.980572306	-4.795960542
ENSMUSG00000038702	Dsel	1	111786432	111792648	-	6217	0.0921	5.0151	0.697709206	0.501029753	0.980572306	-4.809981258
ENSMUSG00000028613	Lrp8	4	107659066	107734037	+	74972	0.1415	6.0111	0.697701553	0.501034341	0.980572306	-4.821259051
ENSMUSG00000022568	Scrib	15	75919007	75941633	-	22627	0.0681	6.0288	0.69767277	0.501051599	0.980572306	-4.821312957
ENSMUSG00000004994	Ccdc130	8	84984424	84997009	-	12586	-0.0630	3.9754	-0.697666156	0.501055565	0.980572306	-4.756286595
ENSMUSG00000014426	Map3k4	17	12446508	12537683	-	91176	0.0846	6.1568	0.697477597	0.50116863	0.980572306	-4.821498812
ENSMUSG00000004558	Ndrg2	14	52142728	52151615	-	8888	-0.0853	9.3842	-0.697443831	0.501188878	0.980572306	-4.76825327
ENSMUSG00000029550	Sppl3	5	115149196	115236849	+	87654	-0.0466	6.3087	-0.69733505	0.501254115	0.980572306	-4.820109901
ENSMUSG00000037493	Cib2	9	54452078	54467502	-	15425	-0.1245	3.4519	-0.697313045	0.501267312	0.980572306	-4.730457282
ENSMUSG00000025940	Tmem70	1	16735431	16748499	+	13069	-0.0811	5.2347	-0.697296668	0.501277134	0.980572306	-4.813866686
ENSMUSG00000055200	Sertad3	7	27173193	27176789	+	3597	-0.1351	1.0834	-0.697261078	0.501298479	0.980572306	-4.649942815
ENSMUSG00000073987		4	20042052	20066750	+	24699	-0.0947	3.7297	-0.696930529	0.501496754	0.980572306	-4.745435417
ENSMUSG00000023977	Ubr2	17	47239221	47321482	-	82262	0.1203	7.1996	0.69689859	0.501515915	0.980572306	-4.802016968
ENSMUSG00000034617	Mtrr	13	68708899	68730268	-	21370	-0.0632	4.0736	-0.696585836	0.501703564	0.980572306	-4.764273769
ENSMUSG00000030220	Arhgdib	6	136900653	136918897	-	18245	0.1320	3.8388	0.696460463	0.501778798	0.980572306	-4.745666804
ENSMUSG00000050912		9	7764042	7794334	+	30293	0.0743	4.3696	0.695936012	0.502093588	0.980572306	-4.7816379
ENSMUSG00000069135	Cep43	17	8384333	8415636	+	31304	-0.0655	4.9643	-0.69572264	0.502221695	0.980572306	-4.808768329
ENSMUSG00000040009	Gnaz	10	74803009	74852739	+	49731	0.0621	6.0524	0.695705401	0.502232046	0.980572306	-4.822012531
ENSMUSG00000058655	Eif4b	15	101982208	102005608	+	23401	0.0507	7.8165	0.695167223	0.502555255	0.980572306	-4.791547718
ENSMUSG00000044067	Gpr22	12	31756866	31763946	-	7081	-0.1311	4.2241	-0.695110677	0.502589221	0.980572306	-4.775306257
ENSMUSG00000027805	Pfn2	3	57749316	57755500	-	6185	-0.0797	8.5831	-0.694990149	0.502661626	0.980572306	-4.780586714
ENSMUSG00000118506	1700094D03Rik	3	89970103	89975654	+	5552	-0.1135	2.0805	-0.69481281	0.502768171	0.980572306	-4.677088281
ENSMUSG00000038187	Btbd10	7	112914833	112968599	-	53767	-0.0612	6.1075	-0.694665233	0.502856844	0.980572306	-4.822592258
ENSMUSG00000033940	Brk1	6	113581733	113593912	+	12180	-0.0839	7.4511	-0.694365532	0.503036954	0.980572306	-4.798638181
ENSMUSG00000015542	Nat9	11	115073658	115078685	-	5028	-0.1077	3.6985	-0.694355056	0.503043251	0.980572306	-4.742852611
ENSMUSG00000027615		3	20050109	20089479	-	39371	0.0707	4.4771	0.694327997	0.503059514	0.980572306	-4.788942519
ENSMUSG00000042508	Dmtf1	5	9168801	9211776	-	42976	0.0700	6.8742	0.693932276	0.503297396	0.980572306	-4.810286162
ENSMUSG00000024498	Tcerg1	18	42644552	42708858	+	64307	0.0527	6.2486	0.693841411	0.503352027	0.980572306	-4.822348791
ENSMUSG00000109332		7	58852139	58853550	-	1412	0.3680	0.1966	0.693807031	0.503372698	0.980572306	-4.637346561
ENSMUSG00000028798	Eif3i	4	129485753	129494441	-	8689	-0.0903	6.0230	-0.693759664	0.503401179	0.980572306	-4.822353434
ENSMUSG00000026020	Nop58	1	59724130	59758203	+	34074	-0.0641	5.4830	-0.693636844	0.503475034	0.980572306	-4.818797349
ENSMUSG00000039106	Htr5a	5	28047147	28060086	+	12940	0.1009	3.4627	0.693427217	0.503601103	0.980572306	-4.731756921
ENSMUSG00000009640	Dmap1	4	117531878	117539470	-	7593	-0.0823	4.6626	-0.693266419	0.503697819	0.980572306	-4.79448778
ENSMUSG00000027304	Rtf1	2	119505549	119565888	+	60340	0.0482	6.5310	0.693256067	0.503704046	0.980572306	-4.819006786
ENSMUSG00000020580	Rock2	12	16944896	17037824	+	92929	0.0755	7.8309	0.693186037	0.503746171	0.980572306	-4.791494943
ENSMUSG00000015222	Map2	1	66214432	66481742	+	267311	0.1275	10.4374	0.693141966	0.503772682	0.980572306	-4.754286298
ENSMUSG00000031792	Usb1	8	96058912	96074135	+	15224	0.0638	3.5393	0.69302945	0.503840371	0.980572306	-4.73608391
ENSMUSG00000024403	Atp6v1g2	17	35452636	35457743	+	5108	-0.0632	8.2876	-0.692765254	0.50399933	0.980572306	-4.785900246
ENSMUSG00000015889	Lta4h	10	93289273	93320737	+	31465	0.0521	5.9094	0.692657898	0.504063932	0.980572306	-4.823087493
ENSMUSG00000011658	Fuz	7	44545503	44552055	+	6553	0.1105	4.4364	0.692613999	0.50409035	0.980572306	-4.781879434
ENSMUSG00000020882	Cacnb1	11	97892334	97913860	-	21527	0.0749	7.6516	0.692425221	0.504203964	0.980572306	-4.795562161
ENSMUSG00000045532	C1ql1	11	102830090	102837514	-	7425	0.0920	3.4645	0.692309524	0.504273602	0.980572306	-4.733619968
ENSMUSG00000111837	Gm47135	9	122511807	122512706	+	900	-0.1537	3.0922	-0.691941462	0.504495179	0.980572306	-4.713520714
ENSMUSG00000025521	Tmem192	8	65399837	65421685	+	21849	-0.0692	3.8679	-0.6917286	0.504623351	0.980572306	-4.753489601
ENSMUSG00000001630	Stk38l	6	146626493	146680310	+	53818	-0.0595	5.0959	-0.691670201	0.504658519	0.980572306	-4.813453091
ENSMUSG00000003345	Csnk1g2	10	80458672	80476583	+	17912	-0.0671	6.9520	-0.691335363	0.504860186	0.980572306	-4.810416578
ENSMUSG00000002949	Timm44	8	4309731	4325913	-	16183	0.0600	6.2895	0.690672505	0.505259558	0.980572306	-4.823011102
ENSMUSG00000021203	Otub2	12	103354941	103372609	+	17669	0.0728	4.4462	0.690664363	0.505264465	0.980572306	-4.785689386
ENSMUSG00000028849	Map7d1	4	126125960	126150136	-	24177	-0.0596	7.8717	-0.690485295	0.505372387	0.980572306	-4.792468963
ENSMUSG00000055302	Mrfap1	5	36952211	36954116	-	1906	-0.0784	7.4760	-0.690078806	0.505617424	0.980572306	-4.799214027
ENSMUSG00000021290	Atp5mpl	12	111927809	111933411	-	5603	-0.1254	5.8928	-0.690072394	0.50562129	0.980572306	-4.823349477
ENSMUSG00000031667	Aktip	8	91838412	91926604	-	88193	-0.0545	6.7751	-0.689687575	0.505853332	0.980572306	-4.814738201
ENSMUSG00000017418		2	15054206	15087267	+	33062	-0.1132	4.7070	-0.689673441	0.505861857	0.980572306	-4.80282768
ENSMUSG00000055491	Pprc1	19	46033325	46061354	+	28030	0.0759	5.1534	0.6896127	0.505898489	0.980572306	-4.815041137
ENSMUSG00000043881	Kbtbd7	14	79663951	79668476	+	4526	-0.1014	5.6895	-0.689545924	0.505938763	0.980572306	-4.82324179
ENSMUSG00000054604	Cggbp1	16	64672359	64679870	+	7512	-0.0906	6.2497	-0.689498901	0.505967125	0.980572306	-4.82335275
ENSMUSG00000031575	Ash2l	8	26306024	26337722	-	31699	0.0519	5.9167	0.689332462	0.50606752	0.980572306	-4.824333649
ENSMUSG00000057406	Nsd2	5	33978069	34055319	+	77251	0.0789	6.9041	0.689153334	0.506175582	0.980572306	-4.810892342
ENSMUSG00000030751	Psma1	7	113863841	113875353	-	11513	-0.0805	6.3782	-0.689118165	0.5061968	0.980572306	-4.822433785
ENSMUSG00000017734	Dbndd2	2	164328026	164335239	+	7214	-0.0783	6.3582	-0.689086072	0.506216163	0.980572306	-4.82278767
ENSMUSG00000035199	Arl6ip5	6	97187650	97210276	+	22627	-0.0716	6.7668	-0.688904881	0.50632549	0.980572306	-4.81505753
ENSMUSG00000027357	Crls1	2	132688586	132708705	+	20120	-0.0767	4.8275	-0.688874492	0.506343827	0.980572306	-4.80494543
ENSMUSG00000026203	Dnajb2	1	75213050	75222336	+	9287	-0.0589	6.7436	-0.688325124	0.506675398	0.980572306	-4.815814901
ENSMUSG00000114172	Gm36298	13	62787700	62791066	-	3367	0.1677	1.2586	0.688072255	0.506828061	0.980572306	-4.657327581
ENSMUSG00000014956	Ppp1cb	5	32616187	32674777	+	58591	-0.1196	8.3562	-0.687863394	0.506954177	0.980572306	-4.785475097
ENSMUSG00000032285	Dnaja4	9	54606157	54623599	+	17443	-0.0737	6.5427	-0.687757643	0.507018039	0.980572306	-4.820092777
ENSMUSG00000005566	Trim28	7	12733041	12764962	+	31922	-0.0745	7.1899	-0.687633579	0.507092966	0.980572306	-4.806442317
ENSMUSG00000050608	Micos10	4	138829125	138858424	-	29300	-0.0729	6.4110	-0.687567068	0.507133138	0.980572306	-4.822439041
ENSMUSG00000035949	Fbxw2	2	34694526	34716323	-	21798	-0.0544	6.2145	-0.687550269	0.507143285	0.980572306	-4.824681568
ENSMUSG00000017291	Taok1	11	77419988	77498641	-	78654	0.1135	7.5472	0.6875363	0.507151722	0.980572306	-4.797482906
ENSMUSG00000116138	C030006K11Rik	15	76605665	76608045	-	2381	0.0887	2.8914	0.687464584	0.507195041	0.980572306	-4.7091737
ENSMUSG00000017670	Elmo2	2	165129951	165168399	-	38449	0.0631	7.2658	0.687166225	0.507375282	0.980572306	-4.804162659
ENSMUSG00000026526	Fh1	1	175427940	175453201	-	25262	-0.0670	6.2680	-0.686819089	0.507585039	0.980572306	-4.824082392
ENSMUSG00000048304	Slitrk3	3	72954598	72965136	-	10539	0.0931	6.0986	0.686804214	0.507594029	0.980572306	-4.825736653
ENSMUSG00000026377	Nifk	1	118249569	118261552	+	11984	-0.0868	4.4480	-0.686732915	0.507637118	0.980572306	-4.785629603
ENSMUSG00000119862	Gm25328	14	20751591	20751697	+	107	0.2179	-1.7721	0.686698556	0.507657884	0.980572306	-4.616619225
ENSMUSG00000031601	Cnot7	8	40945581	40968888	-	23308	-0.0825	7.3065	-0.686660857	0.507680668	0.980572306	-4.802575332
ENSMUSG00000112278	Gm30025	12	80481983	80482710	+	728	-0.2079	0.7744	-0.686413455	0.50783021	0.980572306	-4.644264949
ENSMUSG00000025630	Hprt	X	52077014	52110536	+	33523	-0.0731	6.9352	-0.686372703	0.507854845	0.980572306	-4.811632762
ENSMUSG00000025794	Rpl14	9	120400510	120403720	+	3211	-0.1266	7.4892	-0.686123577	0.50800546	0.980572306	-4.801244422
ENSMUSG00000100131	Gm28439	1	24650616	24651491	-	876	0.3968	0.1530	0.685758402	0.508226285	0.980572306	-4.636141043
ENSMUSG00000056167	Cnot10	9	114414946	114469252	-	54307	0.0525	6.6806	0.685756358	0.508227521	0.980572306	-4.818294354
ENSMUSG00000037916	Ndufv1	19	4057384	4062806	-	5423	-0.0785	7.2505	-0.685429089	0.508425473	0.980572306	-4.805733678
ENSMUSG00000018415	Gid4	11	60307971	60341753	+	33783	0.0504	6.4436	0.685375328	0.508457995	0.980572306	-4.82301388
ENSMUSG00000062421	Arf2	11	103857565	103876163	+	18599	-0.0552	5.7285	-0.685309136	0.508498039	0.980572306	-4.82448483
ENSMUSG00000048807	Slc35e4	11	3857021	3864664	-	7644	-0.0736	4.1978	-0.685290547	0.508509285	0.980572306	-4.774121793
ENSMUSG00000022193	Psmb5	14	54851576	54855479	-	3904	-0.0976	5.0957	-0.685214731	0.508555155	0.980572306	-4.812754163
ENSMUSG00000000538	Tom1l2	11	60117540	60243731	-	126192	0.0717	8.3433	0.685198844	0.508564767	0.980572306	-4.787071049
ENSMUSG00000024007	Ppil1	17	29469777	29483160	-	13384	-0.0638	4.4292	-0.68473583	0.508844951	0.980572306	-4.784344107
ENSMUSG00000108197	Gm44214	6	86664805	86665410	-	606	0.2457	-0.7784	0.684692169	0.508871377	0.980572306	-4.623563468
ENSMUSG00000008348	Ubc	5	125463029	125467266	-	4238	-0.0955	7.0226	-0.684622555	0.508913512	0.980572306	-4.811203525
ENSMUSG00000038838	Vars2	17	35966526	35978484	-	11959	0.0623	5.0415	0.684513443	0.508979558	0.980572306	-4.81325213
ENSMUSG00000029778	Adcyap1r1	6	55428963	55478436	+	49474	0.0914	8.2275	0.684499919	0.508987745	0.980572306	-4.789017553
ENSMUSG00000040511	Pvr	7	19637503	19655085	-	17583	-0.0735	4.0445	-0.684494922	0.50899077	0.980572306	-4.765365247
ENSMUSG00000069089	Cdk7	13	100839139	100867447	-	28309	0.1093	4.6760	0.684491023	0.50899313	0.980572306	-4.801209758
ENSMUSG00000036241	Ube2r2	4	41135743	41193380	+	57638	-0.0839	6.7033	-0.684286943	0.509116677	0.980572306	-4.818532277
ENSMUSG00000032046	Abhd12	2	150674413	150746661	-	72249	-0.0656	8.1144	-0.684058281	0.509255126	0.980572306	-4.79107235
ENSMUSG00000021144	Mta1	12	113061898	113100826	+	38929	0.0572	6.1239	0.683862379	0.509373758	0.980572306	-4.826357297
ENSMUSG00000064036	Mro	18	73992456	74014404	+	21949	-0.0670	4.2939	-0.683838217	0.509388391	0.980572306	-4.780966186
ENSMUSG00000038352	Arl5c	11	97880404	97887007	-	6604	-0.1656	2.1966	-0.683822981	0.509397619	0.980572306	-4.681368043
ENSMUSG00000019843	Fyn	10	39244851	39441377	+	196527	0.0511	6.9327	0.683758902	0.509436428	0.980572306	-4.813086075
ENSMUSG00000060568		1	166828986	166918871	+	89886	0.0761	5.6925	0.683582208	0.509543451	0.980572306	-4.825033622
ENSMUSG00000035262	Amh	10	80641077	80643482	+	2406	-0.1653	1.3954	-0.683562076	0.509555645	0.980572306	-4.658594988
ENSMUSG00000039253	Fn3krp	11	121312227	121322114	+	9888	-0.0590	5.2930	-0.683551008	0.50956235	0.980572306	-4.820254112
ENSMUSG00000109121		7	60565298	60572658	-	7361	0.1978	1.9820	0.683282535	0.509724993	0.980572306	-4.676463642
ENSMUSG00000041459	Tardbp	4	148696839	148711476	-	14638	-0.0560	8.0328	-0.683233765	0.509754541	0.980572306	-4.791867955
ENSMUSG00000082208	Gm15379	X	74502418	74503065	+	648	-0.1848	-0.5530	-0.683136126	0.509813701	0.980572306	-4.626997954
ENSMUSG00000005354	Txn2	15	77799247	77813206	-	13960	-0.0680	6.6299	-0.683084423	0.509845031	0.980572306	-4.820400067
ENSMUSG00000018160	Med1	11	98042980	98084119	-	41140	0.0782	5.9020	0.683050113	0.509865821	0.980572306	-4.826783553
ENSMUSG00000087424	5730405O15Rik	X	12908254	12911536	+	3283	0.1451	0.8441	0.683034828	0.509875083	0.980572306	-4.647130042
ENSMUSG00000053536	Cstf2t	19	31060237	31064469	+	4233	-0.0543	6.7410	-0.683007597	0.509891584	0.980572306	-4.817255803
ENSMUSG00000086118	Gm14169	2	156451126	156455342	-	4217	0.0806	3.1549	0.682914979	0.509947711	0.980572306	-4.71923114
ENSMUSG00000025792	Slc25a10	11	120382666	120390013	+	7348	0.0775	3.7302	0.682869863	0.509975053	0.980572306	-4.74814791
ENSMUSG00000025764	Jade1	3	41510166	41571299	+	61134	0.0502	6.2758	0.682761261	0.510040874	0.980572306	-4.826081499
ENSMUSG00000022263	Trio	15	27730737	28025934	-	295198	0.1349	7.9104	0.682747626	0.510049138	0.980572306	-4.793793069
ENSMUSG00000050954	Zfp169	13	48641123	48666927	-	25805	0.2093	4.1256	0.682663552	0.510100096	0.980572306	-4.774302454
ENSMUSG00000040407	Akap9	5	3978054	4131310	+	153257	0.1053	7.9040	0.682013319	0.510494317	0.980572306	-4.794233373
ENSMUSG00000046470	Sox18	2	181311629	181313433	-	1805	0.1094	2.0823	0.68197994	0.510514558	0.980572306	-4.679983267
ENSMUSG00000029869	Ephb6	6	41582416	41597443	+	15028	0.0841	5.6946	0.681907313	0.510558603	0.980572306	-4.824961952
ENSMUSG00000020409	Slu7	11	43324571	43338808	+	14238	-0.0565	5.9072	-0.68157544	0.510759895	0.980572306	-4.826766078
ENSMUSG00000037720	Tmem33	5	67417908	67448804	+	30897	-0.0990	6.9150	-0.680945974	0.511141819	0.980572306	-4.812917037
ENSMUSG00000029126	Nsg1	5	38294536	38317251	-	22716	-0.0627	8.9755	-0.680635505	0.511330258	0.980572306	-4.779649866
ENSMUSG00000025503	Taldo1	7	140972112	140982881	+	10770	-0.0950	6.4507	-0.680295165	0.511536875	0.980572306	-4.824502887
ENSMUSG00000020385	Clk4	11	51152557	51172593	+	20037	-0.0783	6.8347	-0.680281475	0.511545186	0.980572306	-4.815616163
ENSMUSG00000020864	Ankrd40	11	94218827	94232667	+	13841	-0.0516	7.0635	-0.68024156	0.511569422	0.980572306	-4.810891262
ENSMUSG00000051373	Plpp7	2	31985540	32000832	+	15293	-0.0662	4.8143	-0.68016782	0.511614197	0.980572306	-4.807544073
ENSMUSG00000026659	Dusp12	1	170701067	170713109	-	12043	0.0510	5.0999	0.680022423	0.511702489	0.980572306	-4.817195176
ENSMUSG00000014959	Gorasp2	2	70491920	70542980	+	51061	-0.0469	6.7340	-0.679974424	0.511731639	0.980572306	-4.81922744
ENSMUSG00000052921	Arhgef15	11	68833981	68848306	-	14326	0.0831	5.0738	0.679866711	0.511797055	0.980572306	-4.815476495
ENSMUSG00000042115	Klhdc8a	1	132226364	132235095	+	8732	-0.1948	2.8901	-0.679829087	0.511819907	0.980572306	-4.713297136
ENSMUSG00000036257	Pnpla8	12	44268153	44369315	+	101163	-0.0602	6.7977	-0.679602652	0.511957447	0.980572306	-4.816759194
ENSMUSG00000051786	Tubgcp6	15	88982560	89007315	-	24756	0.0761	5.6495	0.679511792	0.512012643	0.980572306	-4.826106963
ENSMUSG00000030888	Rrp8	7	105380937	105386592	-	5656	-0.0823	3.9435	-0.679087601	0.512270378	0.980572306	-4.76120597
ENSMUSG00000030802	Bckdk	7	127503254	127509393	+	6140	-0.0810	4.8546	-0.679056056	0.512289548	0.980572306	-4.808144079
ENSMUSG00000043067	Dpy19l1	9	24323072	24414436	-	91365	-0.0834	5.9675	-0.67843509	0.512666993	0.980572306	-4.828515595
ENSMUSG00000030020	Prickle2	6	92347889	92683136	-	335248	0.0998	7.7570	0.678420255	0.512676012	0.980572306	-4.797310881
ENSMUSG00000023991	Foxp4	17	48178058	48235570	-	57513	-0.0722	5.1554	-0.678174415	0.51282549	0.980572306	-4.817955958
ENSMUSG00000024030	Abcg1	17	31276649	31336962	+	60314	0.0528	6.8288	0.678040507	0.512906921	0.980572306	-4.817123734
ENSMUSG00000034853	Acot11	4	106601752	106662195	-	60444	-0.1250	5.5437	-0.678036359	0.512909444	0.980572306	-4.825013103
ENSMUSG00000028758	Kif17	4	137977746	138029278	+	51533	0.0780	6.6082	0.67793231	0.512972723	0.980572306	-4.823114222
ENSMUSG00000028879	Stx12	4	132580812	132611820	-	31009	-0.0603	7.1223	-0.677876209	0.513006843	0.980572306	-4.810315831
ENSMUSG00000025102	3110040N11Rik	7	81431930	81439226	-	7297	-0.1225	2.9687	-0.677873939	0.513008224	0.980572306	-4.711691255
ENSMUSG00000013858	Tmem259	10	79810782	79820164	-	9383	-0.0645	6.7622	-0.677721424	0.513100991	0.980572306	-4.81965385
ENSMUSG00000002341	Ncan	8	70545735	70573523	-	27789	0.0812	8.0176	0.677653401	0.513142369	0.980572306	-4.793893017
ENSMUSG00000038145	Snrk	9	121946332	121998768	+	52437	0.0875	6.4098	0.677650628	0.513144055	0.980572306	-4.826102518
ENSMUSG00000016344	Ppdpf	2	180829040	180830564	+	1525	-0.1199	4.6787	-0.677627715	0.513157994	0.980572306	-4.800236148
ENSMUSG00000006676	Usp19	9	108367801	108379536	+	11736	0.0674	7.6584	0.677611298	0.51316798	0.980572306	-4.800203957
ENSMUSG00000033009	Ogfod1	8	94763826	94794549	+	30724	0.0809	7.2805	0.677517198	0.513225226	0.980572306	-4.806803056
ENSMUSG00000030201	Lrp6	6	134423439	134543928	-	120490	0.0904	6.3951	0.677451484	0.513265205	0.980572306	-4.826516356
ENSMUSG00000028243	Ubxn2b	4	6191098	6221688	+	30591	0.0623	6.5221	0.677270601	0.513375261	0.980572306	-4.824115662
ENSMUSG00000054792	Klhl18	9	110254994	110305762	-	50769	0.0638	5.5483	0.677208282	0.513413181	0.980572306	-4.826006211
ENSMUSG00000062580	Timm17a	1	135222951	135241516	-	18566	-0.0462	6.1706	-0.677191856	0.513423176	0.980572306	-4.828504643
ENSMUSG00000042729	Wdr74	19	8713191	8717988	+	4798	-0.0785	4.5822	-0.677174048	0.513434013	0.980572306	-4.796897823
ENSMUSG00000028245	Nsmaf	4	6396207	6454271	-	58065	0.0618	6.3201	0.677149554	0.513448918	0.980572306	-4.827471086
ENSMUSG00000032527	Pccb	9	100864085	100916951	-	52867	-0.0647	5.6520	-0.677114285	0.51347038	0.980572306	-4.826695928
ENSMUSG00000028096	Gpr89	3	96775597	96812662	-	37066	0.0524	5.6225	0.676972826	0.513556468	0.980572306	-4.826859882
ENSMUSG00000063362	Alg11	8	22550737	22561643	+	10907	0.0640	5.2551	0.676884338	0.513610323	0.980572306	-4.822066335
ENSMUSG00000117959	D330050I16Rik	19	5438364	5439629	+	1266	-0.1837	0.2106	-0.67669834	0.513723537	0.980572306	-4.636712297
ENSMUSG00000073062	Zxdb	X	93768175	93773793	+	5619	-0.2535	3.8427	-0.67656557	0.513804361	0.980572306	-4.762645705
ENSMUSG00000021820	Camk2g	14	20784943	20844156	-	59214	0.1026	6.9469	0.676560297	0.513807571	0.980572306	-4.81442679
ENSMUSG00000024095	Hnrnpll	17	80336916	80369763	-	32848	-0.0640	6.3645	-0.676460235	0.513868489	0.980572306	-4.827009409
ENSMUSG00000029213	Commd8	5	72313918	72325532	-	11615	-0.0814	5.4452	-0.676314331	0.513957324	0.980572306	-4.824936022
ENSMUSG00000006732	Mettl1	10	126877283	126882234	+	4952	0.0739	3.4812	0.676306851	0.513961878	0.980572306	-4.737016698
ENSMUSG00000034110	Kctd7	5	130173702	130184647	+	10946	0.0541	3.9796	0.676144666	0.514060637	0.980572306	-4.764617264
ENSMUSG00000024642	Tle4	19	14425514	14575415	-	149902	0.0804	7.0883	0.676077672	0.514101435	0.980572306	-4.811635336
ENSMUSG00000040667	Nup88	11	70833884	70860799	-	26916	-0.0521	6.3514	-0.676009592	0.514142896	0.980572306	-4.827631361
ENSMUSG00000026421	Csrp1	1	135647799	135679970	+	32172	-0.0774	7.7670	-0.675944275	0.514182676	0.980572306	-4.798634938
ENSMUSG00000081895	Rpl17-ps10	7	72298505	72299059	-	555	0.2003	-0.4815	0.6758718	0.514226818	0.980572306	-4.627226583
