Human Gene Symbol	Term	Group1	Group2	Null Value	Estimate	Lower Confidence Interval	Upper Confidence Interval	Adjusted P Value	Significance
EGR2	Tissue	BRN_PTRY	BRN_SN	0	-11.9605	-17.1598	-6.7612	0.0000	****
EGR2	Tissue	BRN_PTRY	BRN_SPC	0	-10.6083	-15.1099	-6.1067	0.0000	****
EGR2	Tissue	BRN_PUT	BRN_SN	0	-1.7954	-7.3685	3.7776	0.9960	ns
EGR2	Tissue	BRN_PUT	BRN_SPC	0	-0.4433	-5.3719	4.4853	1.0000	ns
EGR2	Tissue	BRN_SN	BRN_SPC	0	1.3522	-4.1901	6.8944	1.0000	ns
FABP7	Tissue	BRN_ACC	BRN_AMY	0	-14.4890	-24.0274	-4.9506	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_CAU	0	-38.8034	-47.5991	-30.0076	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_CB_a	0	67.1122	58.1689	76.0556	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_CTX_a	0	-15.4183	-24.2611	-6.5755	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_HIPP	0	-19.9019	-29.0765	-10.7273	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_HYP	0	-21.7782	-30.7216	-12.8349	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_NAC	0	-28.5555	-37.2629	-19.8482	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_PTRY	0	-43.7512	-52.1666	-35.3358	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_PUT	0	-40.9571	-50.1317	-31.7824	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_SN	0	-35.1573	-45.4279	-24.8866	0.0000	****
FABP7	Tissue	BRN_ACC	BRN_SPC	0	-33.4895	-42.6021	-24.3770	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_CAU	0	-24.3144	-33.3530	-15.2757	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_CB_a	0	81.6013	72.4189	90.7836	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_CTX_a	0	-0.9293	-10.0138	8.1552	1.0000	ns
FABP7	Tissue	BRN_AMY	BRN_HIPP	0	-5.4129	-14.8206	3.9949	0.7680	ns
FABP7	Tissue	BRN_AMY	BRN_HYP	0	-7.2892	-16.4716	1.8932	0.2800	ns
FABP7	Tissue	BRN_AMY	BRN_NAC	0	-14.0665	-23.0192	-5.1139	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_PTRY	0	-29.2622	-37.9312	-20.5932	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_PUT	0	-26.4680	-35.8758	-17.0603	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_SN	0	-20.6683	-31.1477	-10.1888	0.0000	****
FABP7	Tissue	BRN_AMY	BRN_SPC	0	-19.0005	-28.3478	-9.6533	0.0000	****
FABP7	Tissue	BRN_CAU	BRN_CB_a	0	105.9156	97.5073	114.3240	0.0000	****
FABP7	Tissue	BRN_CAU	BRN_CTX_a	0	23.3851	15.0838	31.6864	0.0000	****
FABP7	Tissue	BRN_CAU	BRN_HIPP	0	18.9015	10.2476	27.5554	0.0000	****
FABP7	Tissue	BRN_CAU	BRN_HYP	0	17.0252	8.6168	25.4335	0.0000	****
FABP7	Tissue	BRN_CAU	BRN_NAC	0	10.2478	2.0910	18.4047	0.0025	**
FABP7	Tissue	BRN_CAU	BRN_PTRY	0	-4.9479	-12.7923	2.8966	0.6470	ns
FABP7	Tissue	BRN_CAU	BRN_PUT	0	-2.1537	-10.8076	6.5002	1.0000	ns
FABP7	Tissue	BRN_CAU	BRN_SN	0	3.6461	-6.1622	13.4544	0.9880	ns
FABP7	Tissue	BRN_CAU	BRN_SPC	0	5.3139	-3.2742	13.9019	0.6740	ns
FABP7	Tissue	BRN_CB_a	BRN_CTX_a	0	-82.5305	-90.9881	-74.0730	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_HIPP	0	-87.0141	-95.8180	-78.2103	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_HYP	0	-88.8905	-97.4531	-80.3279	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_NAC	0	-95.6678	-103.9836	-87.3520	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_PTRY	0	-110.8635	-118.8731	-102.8539	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_PUT	0	-108.0693	-116.8732	-99.2654	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_SN	0	-102.2695	-112.2104	-92.3287	0.0000	****
FABP7	Tissue	BRN_CB_a	BRN_SPC	0	-100.6018	-109.3410	-91.8626	0.0000	****
FABP7	Tissue	BRN_CTX_a	BRN_HIPP	0	-4.4836	-13.1853	4.2181	0.8730	ns
FABP7	Tissue	BRN_CTX_a	BRN_HYP	0	-6.3599	-14.8175	2.0976	0.3640	ns
FABP7	Tissue	BRN_CTX_a	BRN_NAC	0	-13.1373	-21.3448	-4.9297	0.0000	****
FABP7	Tissue	BRN_CTX_a	BRN_PTRY	0	-28.3329	-36.2301	-20.4358	0.0000	****
FABP7	Tissue	BRN_CTX_a	BRN_PUT	0	-25.5388	-34.2405	-16.8371	0.0000	****
FABP7	Tissue	BRN_CTX_a	BRN_SN	0	-19.7390	-29.5895	-9.8885	0.0000	****
FABP7	Tissue	BRN_CTX_a	BRN_SPC	0	-18.0712	-26.7075	-9.4350	0.0000	****
FABP7	Tissue	BRN_HIPP	BRN_HYP	0	-1.8763	-10.6802	6.9275	1.0000	ns
FABP7	Tissue	BRN_HIPP	BRN_NAC	0	-8.6536	-17.2177	-0.0896	0.0450	*
FABP7	Tissue	BRN_HIPP	BRN_PTRY	0	-23.8493	-32.1163	-15.5823	0.0000	****
FABP7	Tissue	BRN_HIPP	BRN_PUT	0	-21.0552	-30.0938	-12.0165	0.0000	****
FABP7	Tissue	BRN_HIPP	BRN_SN	0	-15.2554	-25.4048	-5.1060	0.0001	****
FABP7	Tissue	BRN_HIPP	BRN_SPC	0	-13.5876	-22.5633	-4.6119	0.0001	****
FABP7	Tissue	BRN_HYP	BRN_NAC	0	-6.7773	-15.0931	1.5385	0.2430	ns
FABP7	Tissue	BRN_HYP	BRN_PTRY	0	-21.9730	-29.9826	-13.9634	0.0000	****
FABP7	Tissue	BRN_HYP	BRN_PUT	0	-19.1788	-27.9827	-10.3750	0.0000	****
FABP7	Tissue	BRN_HYP	BRN_SN	0	-13.3791	-23.3199	-3.4382	0.0007	***
FABP7	Tissue	BRN_HYP	BRN_SPC	0	-11.7113	-20.4505	-2.9721	0.0008	***
FABP7	Tissue	BRN_NAC	BRN_PTRY	0	-15.1957	-22.9409	-7.4505	0.0000	****
FABP7	Tissue	BRN_NAC	BRN_PUT	0	-12.4015	-20.9655	-3.8375	0.0002	***
FABP7	Tissue	BRN_NAC	BRN_SN	0	-6.6017	-16.3308	3.1273	0.5330	ns
FABP7	Tissue	BRN_NAC	BRN_SPC	0	-4.9340	-13.4315	3.5635	0.7580	ns
FABP7	Tissue	BRN_PTRY	BRN_PUT	0	2.7942	-5.4728	11.0612	0.9940	ns
FABP7	Tissue	BRN_PTRY	BRN_SN	0	8.5940	-0.8747	18.0626	0.1180	ns
FABP7	Tissue	BRN_PTRY	BRN_SPC	0	10.2617	2.0636	18.4598	0.0026	**
FABP7	Tissue	BRN_PUT	BRN_SN	0	5.7998	-4.3496	15.9492	0.7760	ns
FABP7	Tissue	BRN_PUT	BRN_SPC	0	7.4675	-1.5082	16.4432	0.2150	ns
FABP7	Tissue	BRN_SN	BRN_SPC	0	1.6678	-8.4256	11.7611	1.0000	ns
FKBP4	Tissue	BRN_ACC	BRN_AMY	0	-3.1048	-29.4460	23.2363	1.0000	ns
FKBP4	Tissue	BRN_ACC	BRN_CAU	0	-1.4778	-25.7680	22.8124	1.0000	ns
FKBP4	Tissue	BRN_ACC	BRN_CB_a	0	84.4477	59.7498	109.1455	0.0000	****
FKBP4	Tissue	BRN_ACC	BRN_CTX_a	0	20.0454	-4.3748	44.4656	0.2330	ns
FKBP4	Tissue	BRN_ACC	BRN_HIPP	0	-6.5274	-31.8638	18.8090	1.0000	ns
FKBP4	Tissue	BRN_ACC	BRN_HYP	0	13.9081	-10.7898	38.6059	0.7920	ns
FKBP4	Tissue	BRN_ACC	BRN_NAC	0	1.5557	-22.4903	25.6018	1.0000	ns
FKBP4	Tissue	BRN_ACC	BRN_PTRY	0	23.9351	0.6953	47.1749	0.0368	*
FKBP4	Tissue	BRN_ACC	BRN_PUT	0	-8.3250	-33.6614	17.0115	0.9960	ns
FKBP4	Tissue	BRN_ACC	BRN_SN	0	-2.9074	-31.2706	25.4558	1.0000	ns
FKBP4	Tissue	BRN_ACC	BRN_SPC	0	16.0667	-9.0984	41.2318	0.6290	ns
FKBP4	Tissue	BRN_AMY	BRN_CAU	0	1.6270	-23.3340	26.5881	1.0000	ns
FKBP4	Tissue	BRN_AMY	BRN_CB_a	0	87.5525	62.1946	112.9104	0.0000	****
FKBP4	Tissue	BRN_AMY	BRN_CTX_a	0	23.1503	-1.9373	48.2378	0.1030	ns
FKBP4	Tissue	BRN_AMY	BRN_HIPP	0	-3.4225	-29.4028	22.5578	1.0000	ns
FKBP4	Tissue	BRN_AMY	BRN_HYP	0	17.0129	-8.3450	42.3708	0.5510	ns
FKBP4	Tissue	BRN_AMY	BRN_NAC	0	4.6606	-20.0630	29.3841	1.0000	ns
FKBP4	Tissue	BRN_AMY	BRN_PTRY	0	27.0400	3.0998	50.9801	0.0122	*
FKBP4	Tissue	BRN_AMY	BRN_PUT	0	-5.2201	-31.2004	20.7602	1.0000	ns
FKBP4	Tissue	BRN_AMY	BRN_SN	0	0.1974	-28.7424	29.1372	1.0000	ns
FKBP4	Tissue	BRN_AMY	BRN_SPC	0	19.1715	-6.6417	44.9848	0.3840	ns
FKBP4	Tissue	BRN_CAU	BRN_CB_a	0	85.9255	62.7052	109.1458	0.0000	****
FKBP4	Tissue	BRN_CAU	BRN_CTX_a	0	21.5233	-1.4015	44.4480	0.0896	ns
FKBP4	Tissue	BRN_CAU	BRN_HIPP	0	-5.0495	-28.9479	18.8488	1.0000	ns
FKBP4	Tissue	BRN_CAU	BRN_HYP	0	15.3859	-7.8344	38.6062	0.5710	ns
FKBP4	Tissue	BRN_CAU	BRN_NAC	0	3.0336	-19.4922	25.5594	1.0000	ns
FKBP4	Tissue	BRN_CAU	BRN_PTRY	0	25.4130	3.7499	47.0760	0.0072	**
FKBP4	Tissue	BRN_CAU	BRN_PUT	0	-6.8471	-30.7455	17.0513	0.9990	ns
FKBP4	Tissue	BRN_CAU	BRN_SN	0	-1.4296	-28.5159	25.6568	1.0000	ns
FKBP4	Tissue	BRN_CAU	BRN_SPC	0	17.5445	-6.1721	41.2612	0.3910	ns
FKBP4	Tissue	BRN_CB_a	BRN_CTX_a	0	-64.4023	-87.7585	-41.0460	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_HIPP	0	-90.9751	-115.2877	-66.6625	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_HYP	0	-70.5396	-94.1860	-46.8932	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_NAC	0	-82.8919	-105.8567	-59.9271	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_PTRY	0	-60.5126	-82.6317	-38.3934	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_PUT	0	-92.7726	-117.0852	-68.4600	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_SN	0	-87.3551	-114.8076	-59.9026	0.0000	****
FKBP4	Tissue	BRN_CB_a	BRN_SPC	0	-68.3810	-92.5150	-44.2470	0.0000	****
FKBP4	Tissue	BRN_CTX_a	BRN_HIPP	0	-26.5728	-50.6033	-2.5423	0.0160	*
FKBP4	Tissue	BRN_CTX_a	BRN_HYP	0	-6.1373	-29.4936	17.2189	0.9990	ns
FKBP4	Tissue	BRN_CTX_a	BRN_NAC	0	-18.4897	-41.1556	4.1762	0.2420	ns
FKBP4	Tissue	BRN_CTX_a	BRN_PTRY	0	3.8897	-17.9190	25.6984	1.0000	ns
FKBP4	Tissue	BRN_CTX_a	BRN_PUT	0	-28.3704	-52.4009	-4.3399	0.0066	**
FKBP4	Tissue	BRN_CTX_a	BRN_SN	0	-22.9528	-50.1558	4.2501	0.1970	ns
FKBP4	Tissue	BRN_CTX_a	BRN_SPC	0	-3.9787	-27.8285	19.8710	1.0000	ns
FKBP4	Tissue	BRN_HIPP	BRN_HYP	0	20.4355	-3.8772	44.7481	0.2020	ns
FKBP4	Tissue	BRN_HIPP	BRN_NAC	0	8.0831	-15.5671	31.7333	0.9940	ns
FKBP4	Tissue	BRN_HIPP	BRN_PTRY	0	30.4625	7.6325	53.2925	0.0008	***
FKBP4	Tissue	BRN_HIPP	BRN_PUT	0	-1.7976	-26.7586	23.1635	1.0000	ns
FKBP4	Tissue	BRN_HIPP	BRN_SN	0	3.6200	-24.4084	31.6484	1.0000	ns
FKBP4	Tissue	BRN_HIPP	BRN_SPC	0	22.5941	-2.1930	47.3812	0.1140	ns
FKBP4	Tissue	BRN_HYP	BRN_NAC	0	-12.3523	-35.3171	10.6125	0.8380	ns
FKBP4	Tissue	BRN_HYP	BRN_PTRY	0	10.0270	-12.0921	32.1462	0.9440	ns
FKBP4	Tissue	BRN_HYP	BRN_PUT	0	-22.2330	-46.5456	2.0796	0.1110	ns
FKBP4	Tissue	BRN_HYP	BRN_SN	0	-16.8155	-44.2680	10.6370	0.6890	ns
FKBP4	Tissue	BRN_HYP	BRN_SPC	0	2.1586	-21.9754	26.2926	1.0000	ns
FKBP4	Tissue	BRN_NAC	BRN_PTRY	0	22.3794	0.9904	43.7683	0.0310	*
FKBP4	Tissue	BRN_NAC	BRN_PUT	0	-9.8807	-33.5309	13.7695	0.9690	ns
FKBP4	Tissue	BRN_NAC	BRN_SN	0	-4.4632	-31.3308	22.4045	1.0000	ns
FKBP4	Tissue	BRN_NAC	BRN_SPC	0	14.5109	-8.9556	37.9775	0.6750	ns
FKBP4	Tissue	BRN_PTRY	BRN_PUT	0	-32.2601	-55.0901	-9.4301	0.0003	***
FKBP4	Tissue	BRN_PTRY	BRN_SN	0	-26.8425	-52.9910	-0.6940	0.0382	*
FKBP4	Tissue	BRN_PTRY	BRN_SPC	0	-7.8684	-30.5081	14.7713	0.9930	ns
FKBP4	Tissue	BRN_PUT	BRN_SN	0	5.4176	-22.6108	33.4459	1.0000	ns
FKBP4	Tissue	BRN_PUT	BRN_SPC	0	24.3917	-0.3954	49.1788	0.0585	ns
FKBP4	Tissue	BRN_SN	BRN_SPC	0	18.9741	-8.8995	46.8477	0.5280	ns
FTH1	Tissue	BRN_ACC	BRN_AMY	0	79.8927	-234.0844	393.8698	1.0000	ns
FTH1	Tissue	BRN_ACC	BRN_CAU	0	-498.8999	-788.4304	-209.3694	0.0000	****
FTH1	Tissue	BRN_ACC	BRN_CB_a	0	-777.6003	-1071.9898	-483.2109	0.0000	****
FTH1	Tissue	BRN_ACC	BRN_CTX_a	0	16.6044	-274.4755	307.6844	1.0000	ns
FTH1	Tissue	BRN_ACC	BRN_HIPP	0	-157.0258	-459.0271	144.9754	0.8660	ns
FTH1	Tissue	BRN_ACC	BRN_HYP	0	-271.5132	-565.9026	22.8763	0.1040	ns
FTH1	Tissue	BRN_ACC	BRN_NAC	0	-399.7511	-686.3717	-113.1306	0.0003	***
FTH1	Tissue	BRN_ACC	BRN_PTRY	0	-347.5955	-624.6060	-70.5851	0.0025	**
FTH1	Tissue	BRN_ACC	BRN_PUT	0	-464.4844	-766.4857	-162.4831	0.0000	****
FTH1	Tissue	BRN_ACC	BRN_SN	0	-389.2860	-727.3651	-51.2068	0.0094	**
FTH1	Tissue	BRN_ACC	BRN_SPC	0	1122.2366	822.2778	1422.1954	0.0000	****
FTH1	Tissue	BRN_AMY	BRN_CAU	0	-578.7926	-876.3195	-281.2657	0.0000	****
FTH1	Tissue	BRN_AMY	BRN_CB_a	0	-857.4931	-1159.7505	-555.2357	0.0000	****
FTH1	Tissue	BRN_AMY	BRN_CTX_a	0	-63.2883	-362.3232	235.7466	1.0000	ns
FTH1	Tissue	BRN_AMY	BRN_HIPP	0	-236.9186	-546.5944	72.7573	0.3370	ns
FTH1	Tissue	BRN_AMY	BRN_HYP	0	-351.4059	-653.6633	-49.1485	0.0082	**
FTH1	Tissue	BRN_AMY	BRN_NAC	0	-479.6439	-774.3398	-184.9479	0.0000	****
FTH1	Tissue	BRN_AMY	BRN_PTRY	0	-427.4883	-712.8462	-142.1304	0.0001	****
FTH1	Tissue	BRN_AMY	BRN_PUT	0	-544.3771	-854.0530	-234.7013	0.0000	****
FTH1	Tissue	BRN_AMY	BRN_SN	0	-469.1787	-814.1307	-124.2267	0.0006	***
FTH1	Tissue	BRN_AMY	BRN_SPC	0	1042.3439	734.6596	1350.0282	0.0000	****
FTH1	Tissue	BRN_CAU	BRN_CB_a	0	-278.7005	-555.4780	-1.9229	0.0466	*
FTH1	Tissue	BRN_CAU	BRN_CTX_a	0	515.5043	242.2495	788.7591	0.0000	****
FTH1	Tissue	BRN_CAU	BRN_HIPP	0	341.8740	57.0137	626.7344	0.0051	**
FTH1	Tissue	BRN_CAU	BRN_HYP	0	227.3867	-49.3908	504.1643	0.2320	ns
FTH1	Tissue	BRN_CAU	BRN_NAC	0	99.1488	-169.3508	367.6483	0.9880	ns
FTH1	Tissue	BRN_CAU	BRN_PTRY	0	151.3043	-106.9115	409.5202	0.7460	ns
FTH1	Tissue	BRN_CAU	BRN_PUT	0	34.4155	-250.4449	319.2758	1.0000	ns
FTH1	Tissue	BRN_CAU	BRN_SN	0	109.6139	-213.2455	432.4733	0.9940	ns
FTH1	Tissue	BRN_CAU	BRN_SPC	0	1621.1365	1338.4424	1903.8306	0.0000	****
FTH1	Tissue	BRN_CB_a	BRN_CTX_a	0	794.2048	515.8068	1072.6028	0.0000	****
FTH1	Tissue	BRN_CB_a	BRN_HIPP	0	620.5745	330.7769	910.3721	0.0000	****
FTH1	Tissue	BRN_CB_a	BRN_HYP	0	506.0872	224.2307	787.9436	0.0000	****
FTH1	Tissue	BRN_CB_a	BRN_NAC	0	377.8492	104.1171	651.5813	0.0004	***
FTH1	Tissue	BRN_CB_a	BRN_PTRY	0	430.0048	166.3522	693.6574	0.0000	****
FTH1	Tissue	BRN_CB_a	BRN_PUT	0	313.1159	23.3183	602.9136	0.0214	*
FTH1	Tissue	BRN_CB_a	BRN_SN	0	388.3144	61.0906	715.5382	0.0061	**
FTH1	Tissue	BRN_CB_a	BRN_SPC	0	1899.8370	1612.1684	2187.5055	0.0000	****
FTH1	Tissue	BRN_CTX_a	BRN_HIPP	0	-173.6303	-460.0653	112.8048	0.7030	ns
FTH1	Tissue	BRN_CTX_a	BRN_HYP	0	-288.1176	-566.5156	-9.7196	0.0350	*
FTH1	Tissue	BRN_CTX_a	BRN_NAC	0	-416.3556	-686.5252	-146.1860	0.0000	****
FTH1	Tissue	BRN_CTX_a	BRN_PTRY	0	-364.2000	-624.1520	-104.2480	0.0003	***
FTH1	Tissue	BRN_CTX_a	BRN_PUT	0	-481.0889	-767.5239	-194.6538	0.0000	****
FTH1	Tissue	BRN_CTX_a	BRN_SN	0	-405.8904	-730.1400	-81.6408	0.0026	**
FTH1	Tissue	BRN_CTX_a	BRN_SPC	0	1105.6322	821.3514	1389.9130	0.0000	****
FTH1	Tissue	BRN_HIPP	BRN_HYP	0	-114.4873	-404.2850	175.3103	0.9800	ns
FTH1	Tissue	BRN_HIPP	BRN_NAC	0	-242.7253	-524.6275	39.1769	0.1730	ns
FTH1	Tissue	BRN_HIPP	BRN_PTRY	0	-190.5697	-462.6952	81.5558	0.4810	ns
FTH1	Tissue	BRN_HIPP	BRN_PUT	0	-307.4586	-604.9855	-9.9316	0.0355	*
FTH1	Tissue	BRN_HIPP	BRN_SN	0	-232.2601	-566.3485	101.8282	0.4930	ns
FTH1	Tissue	BRN_HIPP	BRN_SPC	0	1279.2625	983.8089	1574.7160	0.0000	****
FTH1	Tissue	BRN_HYP	BRN_NAC	0	-128.2380	-401.9701	145.4941	0.9310	ns
FTH1	Tissue	BRN_HYP	BRN_PTRY	0	-76.0824	-339.7349	187.5702	0.9990	ns
FTH1	Tissue	BRN_HYP	BRN_PUT	0	-192.9712	-482.7689	96.8264	0.5630	ns
FTH1	Tissue	BRN_HYP	BRN_SN	0	-117.7728	-444.9966	209.4510	0.9900	ns
FTH1	Tissue	BRN_HYP	BRN_SPC	0	1393.7498	1106.0812	1681.4183	0.0000	****
FTH1	Tissue	BRN_NAC	BRN_PTRY	0	52.1556	-202.7932	307.1044	1.0000	ns
FTH1	Tissue	BRN_NAC	BRN_PUT	0	-64.7333	-346.6355	217.1689	1.0000	ns
FTH1	Tissue	BRN_NAC	BRN_SN	0	10.4652	-309.7873	330.7176	1.0000	ns
FTH1	Tissue	BRN_NAC	BRN_SPC	0	1521.9878	1242.2747	1801.7008	0.0000	****
FTH1	Tissue	BRN_PTRY	BRN_PUT	0	-116.8889	-389.0144	155.2366	0.9620	ns
FTH1	Tissue	BRN_PTRY	BRN_SN	0	-41.6904	-353.3714	269.9906	1.0000	ns
FTH1	Tissue	BRN_PTRY	BRN_SPC	0	1469.8322	1199.9751	1739.6892	0.0000	****
FTH1	Tissue	BRN_PUT	BRN_SN	0	75.1984	-258.8899	409.2868	1.0000	ns
FTH1	Tissue	BRN_PUT	BRN_SPC	0	1586.7210	1291.2675	1882.1746	0.0000	****
FTH1	Tissue	BRN_SN	BRN_SPC	0	1511.5226	1179.2794	1843.7658	0.0000	****
GPD1	Tissue	BRN_ACC	BRN_AMY	0	1.8833	-13.3980	17.1646	1.0000	ns
GPD1	Tissue	BRN_ACC	BRN_CAU	0	-2.6545	-16.7460	11.4370	1.0000	ns
GPD1	Tissue	BRN_ACC	BRN_CB_a	0	4.4606	-9.8673	18.7886	0.9970	ns
GPD1	Tissue	BRN_ACC	BRN_CTX_a	0	-1.2008	-15.3677	12.9660	1.0000	ns
GPD1	Tissue	BRN_ACC	BRN_HIPP	0	8.0653	-6.6331	22.7637	0.8190	ns
GPD1	Tissue	BRN_ACC	BRN_HYP	0	5.4923	-8.8357	19.8203	0.9840	ns
GPD1	Tissue	BRN_ACC	BRN_NAC	0	-2.4139	-16.3638	11.5359	1.0000	ns
GPD1	Tissue	BRN_ACC	BRN_PTRY	0	-3.3207	-16.8028	10.1614	1.0000	ns
GPD1	Tissue	BRN_ACC	BRN_PUT	0	-1.3672	-16.0657	13.3312	1.0000	ns
GPD1	Tissue	BRN_ACC	BRN_SN	0	15.2078	-1.2465	31.6622	0.1020	ns
GPD1	Tissue	BRN_ACC	BRN_SPC	0	114.1357	99.5366	128.7347	0.0000	****
GPD1	Tissue	BRN_AMY	BRN_CAU	0	-4.5378	-19.0184	9.9429	0.9970	ns
GPD1	Tissue	BRN_AMY	BRN_CB_a	0	2.5773	-12.1335	17.2882	1.0000	ns
GPD1	Tissue	BRN_AMY	BRN_CTX_a	0	-3.0841	-17.6382	11.4699	1.0000	ns
GPD1	Tissue	BRN_AMY	BRN_HIPP	0	6.1820	-8.8899	21.2540	0.9730	ns
GPD1	Tissue	BRN_AMY	BRN_HYP	0	3.6090	-11.1019	18.3199	1.0000	ns
GPD1	Tissue	BRN_AMY	BRN_NAC	0	-4.2972	-18.6401	10.0457	0.9980	ns
GPD1	Tissue	BRN_AMY	BRN_PTRY	0	-5.2039	-19.0923	8.6844	0.9870	ns
GPD1	Tissue	BRN_AMY	BRN_PUT	0	-3.2505	-18.3225	11.8214	1.0000	ns
GPD1	Tissue	BRN_AMY	BRN_SN	0	13.3246	-3.4643	30.1134	0.2810	ns
GPD1	Tissue	BRN_AMY	BRN_SPC	0	112.2524	97.2774	127.2274	0.0000	****
GPD1	Tissue	BRN_CAU	BRN_CB_a	0	7.1151	-6.3557	20.5859	0.8540	ns
GPD1	Tissue	BRN_CAU	BRN_CTX_a	0	1.4537	-11.8457	14.7530	1.0000	ns
GPD1	Tissue	BRN_CAU	BRN_HIPP	0	10.7198	-3.1444	24.5840	0.3200	ns
GPD1	Tissue	BRN_CAU	BRN_HYP	0	8.1468	-5.3240	21.6176	0.7060	ns
GPD1	Tissue	BRN_CAU	BRN_NAC	0	0.2406	-12.8273	13.3085	1.0000	ns
GPD1	Tissue	BRN_CAU	BRN_PTRY	0	-0.6662	-13.2336	11.9012	1.0000	ns
GPD1	Tissue	BRN_CAU	BRN_PUT	0	1.2873	-12.5769	15.1514	1.0000	ns
GPD1	Tissue	BRN_CAU	BRN_SN	0	17.8623	2.1487	33.5759	0.0112	*
GPD1	Tissue	BRN_CAU	BRN_SPC	0	116.7902	103.0314	130.5489	0.0000	****
GPD1	Tissue	BRN_CB_a	BRN_CTX_a	0	-5.6615	-19.2111	7.8882	0.9690	ns
GPD1	Tissue	BRN_CB_a	BRN_HIPP	0	3.6047	-10.4998	17.7091	1.0000	ns
GPD1	Tissue	BRN_CB_a	BRN_HYP	0	1.0317	-12.6863	14.7497	1.0000	ns
GPD1	Tissue	BRN_CB_a	BRN_NAC	0	-6.8745	-20.1971	6.4480	0.8720	ns
GPD1	Tissue	BRN_CB_a	BRN_PTRY	0	-7.7813	-20.6133	5.0507	0.7020	ns
GPD1	Tissue	BRN_CB_a	BRN_PUT	0	-5.8279	-19.9323	8.2766	0.9720	ns
GPD1	Tissue	BRN_CB_a	BRN_SN	0	10.7472	-5.1788	26.6732	0.5420	ns
GPD1	Tissue	BRN_CB_a	BRN_SPC	0	109.6750	95.6742	123.6759	0.0000	****
GPD1	Tissue	BRN_CTX_a	BRN_HIPP	0	9.2661	-4.6747	23.2069	0.5660	ns
GPD1	Tissue	BRN_CTX_a	BRN_HYP	0	6.6931	-6.8565	20.2428	0.9020	ns
GPD1	Tissue	BRN_CTX_a	BRN_NAC	0	-1.2131	-14.3622	11.9361	1.0000	ns
GPD1	Tissue	BRN_CTX_a	BRN_PTRY	0	-2.1198	-14.7717	10.5320	1.0000	ns
GPD1	Tissue	BRN_CTX_a	BRN_PUT	0	-0.1664	-14.1072	13.7744	1.0000	ns
GPD1	Tissue	BRN_CTX_a	BRN_SN	0	16.4087	0.6274	32.1899	0.0332	*
GPD1	Tissue	BRN_CTX_a	BRN_SPC	0	115.3365	101.5005	129.1725	0.0000	****
GPD1	Tissue	BRN_HIPP	BRN_HYP	0	-2.5730	-16.6775	11.5315	1.0000	ns
GPD1	Tissue	BRN_HIPP	BRN_NAC	0	-10.4792	-24.1994	3.2410	0.3390	ns
GPD1	Tissue	BRN_HIPP	BRN_PTRY	0	-11.3860	-24.6303	1.8584	0.1750	ns
GPD1	Tissue	BRN_HIPP	BRN_PUT	0	-9.4325	-23.9132	5.0481	0.5980	ns
GPD1	Tissue	BRN_HIPP	BRN_SN	0	7.1425	-9.1176	23.4026	0.9550	ns
GPD1	Tissue	BRN_HIPP	BRN_SPC	0	106.0704	91.6906	120.4501	0.0000	****
GPD1	Tissue	BRN_HYP	BRN_NAC	0	-7.9062	-21.2288	5.4164	0.7310	ns
GPD1	Tissue	BRN_HYP	BRN_PTRY	0	-8.8130	-21.6450	4.0190	0.5130	ns
GPD1	Tissue	BRN_HYP	BRN_PUT	0	-6.8595	-20.9640	7.2449	0.9110	ns
GPD1	Tissue	BRN_HYP	BRN_SN	0	9.7155	-6.2105	25.6415	0.6940	ns
GPD1	Tissue	BRN_HYP	BRN_SPC	0	108.6434	94.6425	122.6442	0.0000	****
GPD1	Tissue	BRN_NAC	BRN_PTRY	0	-0.9068	-13.3151	11.5016	1.0000	ns
GPD1	Tissue	BRN_NAC	BRN_PUT	0	1.0467	-12.6735	14.7669	1.0000	ns
