Original Gene ID	Gene.Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSRNOG00000069533		10	92640419	92643058	-	2640	-0.0801	3.6839	-0.308849424	0.763804568	0.969756147	-5.729941426
ENSRNOG00000014628	Pomk	16	66088000	66098388	+	10389	-0.0548	3.5517	-0.19700577	0.847788191	0.982365003	-5.730037043
ENSRNOG00000011339	Slk	1	246473712	246526530	+	52819	-0.1812	6.1898	-0.85933863	0.410375195	0.891382402	-5.730145512
ENSRNOG00000070210		3	6116157	6148480	-	32324	-0.1660	4.8526	-0.754016054	0.468304423	0.904744118	-5.730163292
ENSRNOG00000014493	Golga1	3	22767761	22812585	-	44825	-0.1549	5.2953	-0.823981577	0.429254795	0.895070546	-5.730178465
ENSRNOG00000048242	Txlna	5	141969346	141984583	-	15238	0.0498	3.5369	0.184416288	0.857390549	0.98341064	-5.730668117
ENSRNOG00000017231	Adam9	16	67022655	67100917	+	78263	-0.1733	5.4591	-0.838580538	0.421389446	0.89279768	-5.730960673
ENSRNOG00000013703	Siah2	2	142914003	142931950	-	17948	-0.0915	3.7783	-0.364633178	0.723014009	0.963663983	-5.731195428
ENSRNOG00000017078	Selenon	5	146748652	146763059	-	14408	0.0719	3.6383	0.271947742	0.791220517	0.973674513	-5.731208756
ENSRNOG00000010361	Kif3b	3	141758466	141797963	+	39498	0.1453	4.7102	0.726418898	0.484316606	0.906864384	-5.731313984
ENSRNOG00000056643	Cdh8	19	5494174	5895669	+	401496	-0.1419	8.9839	-0.580784387	0.574301298	0.929048089	-5.731642524
ENSRNOG00000010184	Brk1	4	146750821	146768856	+	18036	-0.1548	5.2847	-0.820767262	0.430999727	0.895070546	-5.731817946
ENSRNOG00000060436	Vti1b	6	97961346	97976465	-	15120	-0.0952	3.6858	-0.302606279	0.768420075	0.970353335	-5.73182575
ENSRNOG00000013128	Tmem179	6	131569290	131580305	-	11016	-0.1918	4.7262	-0.697993104	0.501163917	0.911854502	-5.732178686
ENSRNOG00000059480	Supt20h	2	138897416	138930495	+	33080	-0.1534	5.7758	-0.856400496	0.411922065	0.891382402	-5.732262028
ENSRNOG00000049819	Dnajc19	2	116923272	116945264	-	21993	0.1245	4.1536	0.547168217	0.596318655	0.933386676	-5.732374134
ENSRNOG00000018181	Stk25	9	94161836	94174244	-	12409	-0.1520	4.8144	-0.741633161	0.475446912	0.904774112	-5.732470502
ENSRNOG00000015133	Kmt2a	8	45118814	45193181	-	74368	-0.1480	7.8799	-0.738187656	0.477446528	0.905841703	-5.732555149
ENSRNOG00000011448	Eri1	16	56724115	56744226	+	20112	-0.0344	3.5116	-0.130371381	0.898870158	0.989128884	-5.732564333
ENSRNOG00000009236	Necap1	4	156103988	156119068	+	15081	0.1552	5.1980	0.808947395	0.437457126	0.895070546	-5.733609954
ENSRNOG00000010320	Efnb3	10	54274506	54280471	-	5966	-0.0786	3.6999	-0.307201822	0.765021692	0.969756147	-5.733669882
ENSRNOG00000007671	Smu1	5	55856246	55875300	-	19055	-0.1096	3.9755	-0.46341395	0.653036566	0.948166296	-5.73379461
ENSRNOG00000028176	Elmod2	19	24786241	24805130	+	18890	0.0485	3.5594	0.18496749	0.856969607	0.98341064	-5.734237052
ENSRNOG00000001443	Rhbdd2	12	21043608	21054289	-	10682	0.1207	4.0833	0.513788437	0.618613498	0.940659124	-5.73440956
ENSRNOG00000017502	Sike1	2	190518002	190525832	+	7831	0.0055	3.4771	0.020388682	0.984136296	0.999591447	-5.734430401
ENSRNOG00000013360	Prkcsh	8	20534880	20546492	+	11613	-0.0612	3.5739	-0.200834736	0.844872826	0.981286666	-5.734556708
ENSRNOG00000047296	Bptf	10	91982758	92082769	-	100012	-0.1554	6.8306	-0.829811753	0.426101945	0.894834746	-5.734569003
ENSRNOG00000024525	Alkbh8	6	378100	452165	-	74066	-0.1579	5.7435	-0.852478729	0.413993022	0.891754527	-5.734598937
ENSRNOG00000007174	Utp11	5	136931008	136946191	-	15184	0.0191	3.4924	0.07209658	0.943953383	0.99670702	-5.7346182
ENSRNOG00000066918		9	23830201	23832820	-	2620	-0.1868	4.4654	-0.634947969	0.53978478	0.921893255	-5.734651439
ENSRNOG00000014509	Sacs	15	35285782	35370335	+	84554	0.1522	7.2638	0.799706377	0.442550292	0.897043655	-5.734863867
ENSRNOG00000016163	Slc1a3	2	57755497	57830605	-	75109	0.1404	8.2840	0.683028239	0.510175985	0.915776149	-5.735236617
ENSRNOG00000022356	Zc2hc1a	2	94287354	94324882	-	37529	0.1468	4.8782	0.757250118	0.466450369	0.904744118	-5.735254119
ENSRNOG00000069406		4	178189562	178215334	-	25773	-0.1369	4.4719	-0.649688238	0.530602516	0.919621074	-5.735458115
ENSRNOG00000019712	Ints11	5	166479155	166497651	+	18497	0.0856	3.7282	0.322304526	0.75389049	0.969245858	-5.735561392
ENSRNOG00000000098	Rnf115	2	184262371	184329823	+	67453	-0.1620	5.8373	-0.853930134	0.413225753	0.891382402	-5.735746268
ENSRNOG00000016610	Arhgap1	3	77620655	77643396	+	22742	-0.1444	4.7676	-0.726072123	0.484519975	0.906864384	-5.73576109
ENSRNOG00000010156	Snapc5	8	64677205	64681964	+	4760	-0.0623	3.6186	-0.23497594	0.818991537	0.979975724	-5.735785575
ENSRNOG00000023910	Man2b1	19	23055097	23074389	-	19293	0.0572	3.5917	0.213171716	0.835496412	0.980554331	-5.735872626
ENSRNOG00000004402	Lpgat1	13	103294528	103362333	+	67806	0.1525	6.2081	0.856858875	0.411680474	0.891382402	-5.735889822
ENSRNOG00000018246	Tdp2	17	40228947	40240313	-	11367	0.0571	3.6009	0.220209177	0.830159754	0.980554331	-5.735890358
ENSRNOG00000055124	AABR07001942.1	1	62903418	62949645	-	46228	-0.1657	5.3956	-0.826449292	0.42791839	0.895070546	-5.736040142
ENSRNOG00000009719	C2cd2l	8	44648079	44658340	-	10262	-0.2145	5.3807	-0.819152959	0.431877864	0.895070546	-5.736060612
ENSRNOG00000000931	Sfswap	12	27109611	27179884	-	70274	-0.1528	5.8580	-0.854325492	0.413016921	0.891382402	-5.736061616
ENSRNOG00000070112	Knop1	1	173180405	173202245	-	21841	-0.1316	4.3502	-0.60907727	0.556120788	0.923920037	-5.736411569
ENSRNOG00000003822	Slu7	10	27908396	27923349	+	14954	0.1268	4.1344	0.531406159	0.606793697	0.937502213	-5.736447594
ENSRNOG00000012415	Mpc1	1	52437741	52449400	-	11660	0.1429	4.6159	0.694779339	0.503091042	0.912494123	-5.736693269
ENSRNOG00000017758		2	175494304	175510663	+	16360	0.1382	4.4345	0.641232793	0.535858498	0.921893255	-5.736752523
ENSRNOG00000009888	Timm8b	8	50954342	50955729	+	1388	0.0060	3.4729	0.016739606	0.986975188	0.999591447	-5.737029665
ENSRNOG00000005362	Rab3ip	7	52532401	52561043	-	28643	0.1076	3.9702	0.456015649	0.658167612	0.948402173	-5.737394207
ENSRNOG00000014598	Abhd13	16	79501727	79516748	-	15022	0.0480	3.5712	0.184227842	0.857534472	0.98341064	-5.737520633
ENSRNOG00000016414	Slc22a17	15	28382292	28388799	-	6508	0.1522	5.7468	0.852094529	0.414196288	0.891921926	-5.737625331
ENSRNOG00000063852	Tmem80	1	196436003	196444367	+	8365	-0.0182	3.5071	-0.069046217	0.946320447	0.996933233	-5.737744622
ENSRNOG00000016212	Ankfy1	10	57312246	57383964	+	71719	-0.1523	5.9961	-0.853754856	0.41331836	0.891382402	-5.738220766
ENSRNOG00000011661	Hnrnph2	X	97780785	97787041	+	6257	0.1481	4.7871	0.733291833	0.480296981	0.906491984	-5.739194547
ENSRNOG00000070300		9	113378367	113392421	+	14055	0.0477	3.5814	0.184121555	0.857615649	0.98341064	-5.739320577
ENSRNOG00000012644	Nup58	15	34358277	34407060	-	48784	-0.1541	6.2385	-0.848806981	0.4159384	0.89279768	-5.739737685
ENSRNOG00000056728		X	152201098	152220801	-	19704	0.1354	4.4436	0.637999411	0.537876391	0.921893255	-5.740093983
ENSRNOG00000045860	U2af1	20	9742905	9753832	-	10928	-0.0123	3.5119	-0.045381402	0.964700996	0.998817606	-5.740334092
ENSRNOG00000058739	Snn	10	4572376	4584021	-	11646	0.0541	3.5671	0.159337107	0.876590534	0.986424704	-5.74040103
ENSRNOG00000018783	Bcas2	2	190692461	190700389	+	7929	-0.0743	3.6345	-0.228508717	0.823877684	0.980554331	-5.740470598
ENSRNOG00000016698	Rnmt	18	61886292	61909775	+	23484	0.1558	4.9862	0.768917805	0.459800673	0.90382512	-5.740529503
ENSRNOG00000020619	Eif3g	8	19429643	19433808	-	4166	-0.1100	3.6779	-0.263434558	0.797589596	0.975075557	-5.740832242
ENSRNOG00000009954	Cacul1	1	259668516	259726082	-	57567	-0.1652	6.3155	-0.845276132	0.417815004	0.89279768	-5.740840302
ENSRNOG00000047506	Srek1ip1	2	35975989	35999636	+	23648	0.1127	3.9893	0.456602446	0.657759957	0.948402173	-5.740955406
ENSRNOG00000015145	Ppp6c	3	22931577	22962113	-	30537	0.1511	5.1437	0.791173268	0.447287992	0.899707302	-5.741294597
ENSRNOG00000049128	Nktr	8	121382436	121418314	+	35879	-0.1565	7.0204	-0.809186341	0.437325951	0.895070546	-5.741374118
ENSRNOG00000010789	Dusp7	8	107008528	107016404	+	7877	0.0664	3.6076	0.200502902	0.845125387	0.981328988	-5.741418447
ENSRNOG00000018553	Pitpnm1	1	201394149	201407522	+	13374	0.1191	4.1366	0.52184094	0.613196583	0.939229953	-5.741923126
ENSRNOG00000057774	RGD1560212	18	73659107	73674893	+	15787	0.0590	3.6338	0.224145797	0.82717846	0.980554331	-5.741925507
ENSRNOG00000069300	Arl4a	6	57078812	57085066	-	6255	0.1196	4.0443	0.480677873	0.641137222	0.945363968	-5.741975839
ENSRNOG00000015274	Ddx20	2	193158823	193166774	-	7952	0.0568	3.6193	0.209394032	0.83836475	0.980939002	-5.74210956
ENSRNOG00000017417	Gabarap	10	54714198	54717765	+	3568	0.0642	3.6636	0.25282988	0.80554522	0.976054461	-5.742301972
ENSRNOG00000047019	Bbip1	1	252945557	252959352	-	13796	0.0700	3.6832	0.267780875	0.794335948	0.974268401	-5.742334492
ENSRNOG00000005307	Slc4a10	3	46665265	46957268	+	292004	-0.1330	8.6272	-0.620804567	0.548681115	0.923161082	-5.742350649
ENSRNOG00000012364	Prickle2	4	124869552	125214824	-	345273	-0.1324	8.7198	-0.605946378	0.558116589	0.925072386	-5.742417951
ENSRNOG00000007527	Tm2d1	5	113020760	113050933	-	30174	-0.1465	4.9383	-0.754637518	0.467947778	0.904744118	-5.742468382
ENSRNOG00000059593	Cetn2	X	150769953	150774919	-	4967	0.1025	3.8795	0.395728282	0.700655959	0.95923298	-5.742698993
ENSRNOG00000024445	Slx4	10	11528424	11549295	+	20872	-0.0878	3.8179	-0.355593548	0.729566531	0.963663983	-5.743083307
ENSRNOG00000001049	Tpt1	15	51146154	51159625	+	13472	0.1504	5.5518	0.834355946	0.423655389	0.894452974	-5.743112465
ENSRNOG00000011241	Tfdp2	8	96760504	96896682	+	136179	-0.1557	6.5323	-0.834196783	0.423740921	0.894452974	-5.74327456
ENSRNOG00000019097	Bap1	16	6446709	6455535	+	8827	0.0273	3.5484	0.101925823	0.920839934	0.992272561	-5.743666945
ENSRNOG00000001852	Ergic2	4	181090808	181123060	-	32253	-0.1670	5.1044	-0.779787708	0.453661148	0.902242104	-5.743737752
ENSRNOG00000047756	Mef2a	1	120850080	120981948	-	131869	-0.1456	7.5462	-0.759251834	0.46530517	0.904744118	-5.744119301
ENSRNOG00000002607	Sox9	10	97806485	97811994	+	5510	-0.0663	3.6887	-0.261961868	0.798692978	0.975414449	-5.744235672
ENSRNOG00000061695	Slc23a1	18	27216281	27230697	-	14417	0.1169	4.0372	0.472298616	0.646899677	0.945363968	-5.744557558
ENSRNOG00000069087	Cpne1	3	144588995	144598636	-	9642	-0.0272	3.5525	-0.103033037	0.919983346	0.992272561	-5.744592364
ENSRNOG00000001803	Dnajb11	11	78150429	78180407	-	29979	-0.1137	4.1005	-0.493756033	0.6321932	0.944144251	-5.744649687
ENSRNOG00000016256	Myo9b	16	17945448	18030126	+	84679	-0.1541	5.5970	-0.831877348	0.424988666	0.894834746	-5.744732927
ENSRNOG00000015143	Siah1	19	20378439	20403808	+	25370	0.1402	4.6623	0.693706938	0.503735111	0.912658564	-5.744798548
ENSRNOG00000020423	Apc	18	25864222	25922696	+	58475	0.1338	8.5052	0.636322208	0.538924838	0.921893255	-5.744853766
ENSRNOG00000036663	Foxk2	10	106542566	106592563	+	49998	-0.1515	5.5969	-0.831747036	0.425058841	0.894834746	-5.745008627
ENSRNOG00000011491	Dnajc13	8	104767788	104877317	-	109530	-0.1520	6.3681	-0.838889002	0.421224317	0.89279768	-5.745349376
ENSRNOG00000053366	AABR07002784.1	1	83309355	83330251	-	20897	-0.0107	3.5342	-0.039084902	0.969595636	0.998817606	-5.745354442
ENSRNOG00000010999	Cep295	8	12156554	12194552	-	37999	0.1631	7.2515	0.787253681	0.449475344	0.901668819	-5.745579932
ENSRNOG00000001992	Atp6v1a	11	56560974	56614694	+	53721	0.1582	6.7667	0.819782049	0.431535514	0.895070546	-5.74599225
ENSRNOG00000003732	Flrt2	6	114777599	114872785	+	95187	-0.1621	7.5108	-0.760665766	0.464497338	0.904744118	-5.746181525
ENSRNOG00000003942	Asnsd1	9	48126808	48139073	+	12266	-0.0751	3.7332	-0.289201461	0.778362084	0.972810232	-5.746183649
ENSRNOG00000015925	Zfp131	2	51725541	51753639	-	28099	0.1473	5.0719	0.772775666	0.457615542	0.902705895	-5.746298343
ENSRNOG00000017954	Prelid3a	18	61017764	61031883	+	14120	0.0735	3.7387	0.294460018	0.774456827	0.971606969	-5.746384363
ENSRNOG00000033426	Cdc37	8	19671938	19690809	-	18872	0.0651	3.6596	0.230267526	0.822548068	0.980104239	-5.74647135
ENSRNOG00000012186	Golph3	2	61348030	61376049	+	28020	0.1529	5.2512	0.801380697	0.441624594	0.897043655	-5.746492953
ENSRNOG00000012960	Uap1l1	3	8173216	8180443	-	7228	0.1770	4.9760	0.724797824	0.485267756	0.906864384	-5.74669904
ENSRNOG00000000281	Prodh1	11	82910137	82927305	+	17169	0.0993	3.9202	0.406043609	0.693303502	0.956540702	-5.746860358
ENSRNOG00000016172	Ric1	1	227285210	227382863	+	97654	-0.1505	6.3573	-0.836332146	0.42259439	0.893614619	-5.746963212
ENSRNOG00000011400	Ralyl	2	87482755	88274452	-	791698	-0.0651	10.3550	-0.199830575	0.845637156	0.981621363	-5.747036239
ENSRNOG00000015585	Suv39h2	17	74756306	74775332	+	19027	0.0710	3.7286	0.283514821	0.782592553	0.973478812	-5.747402603
ENSRNOG00000018487	Slc3a2	1	205604468	205618931	-	14464	0.0693	3.7132	0.271089613	0.791861799	0.973674513	-5.74740857
ENSRNOG00000060266	Exoc2	17	33506338	33693289	+	186952	-0.1472	7.1635	-0.790765706	0.447515108	0.899843569	-5.747429111
ENSRNOG00000027194	Sgsm2	10	59718183	59759447	-	41265	-0.1600	4.7415	-0.7047861	0.497105433	0.911573824	-5.747507821
ENSRNOG00000008961	Mapre3	6	25513800	25558881	-	45082	-0.1663	6.0466	-0.841939113	0.419593884	0.89279768	-5.747820023
ENSRNOG00000064891		1	111123956	111136929	-	12974	0.1483	4.9610	0.755013687	0.467731987	0.904744118	-5.748065059
ENSRNOG00000006305	Slc38a2	7	127851267	127863436	-	12170	0.1496	5.6959	0.836635515	0.422431674	0.893614619	-5.748158086
ENSRNOG00000014142	Ogfrl1	9	25828869	25842352	-	13484	0.0255	3.5630	0.090393914	0.929767612	0.993631975	-5.748282225
ENSRNOG00000036576	Zdhhc6	1	254335113	254356108	-	20996	-0.0266	3.5688	-0.098970946	0.923126469	0.99286759	-5.748343695
ENSRNOG00000039862	Cldn12	4	28522678	28533801	+	11124	-0.1637	4.6061	-0.667478366	0.519643477	0.919444389	-5.748599702
ENSRNOG00000033556	Spen	5	153776234	153848811	-	72578	-0.1620	5.6965	-0.833126709	0.424316261	0.894696693	-5.748795354
ENSRNOG00000018584	Ptma	9	87176230	87180333	+	4104	-0.1495	4.6301	-0.673753321	0.515810406	0.918375218	-5.748894714
ENSRNOG00000011882	Gab2	1	151429695	151625031	+	195337	0.1840	6.8699	0.809866411	0.436952752	0.895070546	-5.749029394
ENSRNOG00000011076	Ank2	2	215379680	215862923	-	483244	-0.0592	10.2592	-0.232419835	0.820921778	0.980104239	-5.749112966
ENSRNOG00000009642	Cct4	14	96991859	97005267	+	13409	0.1515	4.9427	0.749355953	0.470984294	0.904774112	-5.749131308
ENSRNOG00000013884	Psd3	16	21465639	22034547	+	568909	-0.1220	8.9819	-0.549314758	0.594899515	0.933386676	-5.749335338
ENSRNOG00000066415		1	62431051	62437789	+	6739	-0.0438	3.6145	-0.162265857	0.874343758	0.98586335	-5.749632465
ENSRNOG00000005610	Yipf4	6	20950501	20962229	-	11729	0.0889	3.8377	0.350515515	0.733257514	0.964280555	-5.749749972
ENSRNOG00000009863	Prrt3	4	146641173	146650317	-	9145	-0.0088	3.5564	-0.033789355	0.973713212	0.998907808	-5.749803136
ENSRNOG00000015501	Ddhd2	16	66319466	66349023	+	29558	0.1516	5.8885	0.841164865	0.42000735	0.89279768	-5.75006045
ENSRNOG00000016815	Tmem135	1	143006344	143221171	-	214828	-0.1550	7.0541	-0.795365338	0.444956339	0.897975634	-5.750358615
ENSRNOG00000030049	Znhit6	2	234486704	234517960	+	31257	-0.1300	4.4337	-0.613124815	0.553546644	0.923161082	-5.750629577
ENSRNOG00000064815		9	55970994	55975483	+	4490	0.0171	3.5582	0.053889306	0.958089784	0.997695448	-5.750670597
ENSRNOG00000065856		10	37641505	37645696	+	4192	-0.1370	4.0530	-0.461089785	0.654646449	0.948166296	-5.750822242
ENSRNOG00000008890	Slc18a2	1	258413959	258448325	+	34367	0.1249	4.3118	0.574619557	0.578305582	0.929055371	-5.750919713
ENSRNOG00000068054		X	19419114	19461465	-	42352	-0.2649	4.7821	-0.706489995	0.496090623	0.911359655	-5.751088334
ENSRNOG00000060340	Psme4	14	104505716	104609408	+	103693	-0.1492	7.5890	-0.745458212	0.473233258	0.904774112	-5.75132202
ENSRNOG00000047880	Ints1	12	14861318	14886037	+	24720	0.1034	3.8576	0.35761809	0.728096999	0.963663983	-5.751701363
ENSRNOG00000003597	Tuba4a	9	76709614	76713918	-	4305	0.1713	5.3135	0.801359809	0.441636134	0.897043655	-5.752237023
ENSRNOG00000008672	Chmp5	5	56081343	56098529	+	17187	0.1428	4.9379	0.739669832	0.476585688	0.904774112	-5.752256066
ENSRNOG00000020670	Atrip	8	109708440	109722477	-	14038	-0.0273	3.5925	-0.105651081	0.917958346	0.992137468	-5.752408895
ENSRNOG00000020777	Zfp382	1	85377484	85399667	+	22184	-0.1496	4.2133	-0.52779526	0.609206746	0.937502213	-5.752709837
ENSRNOG00000012099	Tent2	2	24380225	24432099	-	51875	-0.1569	6.3761	-0.829293259	0.426381703	0.894834746	-5.752827736
ENSRNOG00000001555	Btg3	11	17030160	17046170	-	16011	0.0914	3.8910	0.376042036	0.714777595	0.962501953	-5.752905474
ENSRNOG00000064915		3	22929229	22931452	-	2224	0.1184	4.2034	0.527301874	0.609536843	0.937502213	-5.752910545
ENSRNOG00000010427	Ipo7	1	164062702	164102938	+	40237	0.1492	5.8771	0.836218116	0.422655563	0.893614619	-5.752913252
ENSRNOG00000004193	Klhl12	13	45899928	45933643	+	33716	-0.1276	4.3689	-0.587050693	0.570246714	0.929048089	-5.753293833
ENSRNOG00000010602	Birc2	8	4968842	4988732	-	19891	-0.0750	3.7796	-0.29774354	0.772021662	0.970697679	-5.753440534
ENSRNOG00000017254	Nsun2	1	33662139	33685862	-	23724	0.0804	3.7908	0.308891319	0.763773627	0.969756147	-5.753625022
ENSRNOG00000034242	Vcp	5	57210168	57229571	-	19404	0.1467	5.2764	0.793841832	0.445802793	0.898618719	-5.753690509
ENSRNOG00000002763	Ulk2	10	46454030	46530407	-	76378	0.1502	6.2509	0.833838606	0.423933441	0.894452974	-5.753691115
ENSRNOG00000011962	Gin1	9	98293597	98315848	-	22252	-0.0652	3.7226	-0.252407034	0.805862929	0.976054461	-5.753691813
ENSRNOG00000027690	Eif3el1	7	74339828	74373096	-	33269	0.1497	5.2501	0.79111458	0.447320691	0.899707302	-5.753753125
ENSRNOG00000007326	Prepl	6	9580217	9607772	+	27556	0.1558	6.6991	0.812903551	0.435288667	0.895070546	-5.754414492
ENSRNOG00000002135	Sgcb	14	34563608	34578583	+	14976	0.1417	4.5573	0.650543003	0.530072876	0.919621074	-5.755072201
ENSRNOG00000016937	Mtfr1l	5	146736927	146746784	-	9858	0.0228	3.5931	0.077779907	0.939544699	0.9951896	-5.755112751
ENSRNOG00000014665	Dhdds	5	146197457	146224454	-	26998	-0.1223	4.3012	-0.558020452	0.589162289	0.932607288	-5.755256181
ENSRNOG00000031367	Hprt1	X	132736096	132768154	+	32059	0.1633	5.1269	0.772830574	0.45758449	0.902705895	-5.755411846
ENSRNOG00000042165	Colca2	8	51588237	51603855	-	15619	0.0456	3.6405	0.15981116	0.876226788	0.986424704	-5.755547276
ENSRNOG00000008218	Atp6v0e2	4	77482226	77488777	+	6552	0.0999	3.8773	0.35877289	0.727259295	0.963663983	-5.755571478
ENSRNOG00000009766	Gpr180	15	95199777	95228373	+	28597	0.1421	4.7555	0.700790356	0.49949024	0.911825778	-5.755608642
ENSRNOG00000006328	Wwp1	5	33098494	33186046	-	87553	0.1482	6.0684	0.834470213	0.423593992	0.894452974	-5.75586556
ENSRNOG00000000395	Kifbp	20	30512901	30532476	-	19576	0.1417	4.7501	0.699761519	0.500105424	0.911825778	-5.755883307
ENSRNOG00000020138	Slc4a3	9	77037016	77049105	+	12090	-0.0542	3.6812	-0.204042626	0.842432237	0.980989645	-5.755955257
ENSRNOG00000010005	Ndufb2	4	68348864	68374608	+	25745	-0.1121	4.1149	-0.478320386	0.642755973	0.945363968	-5.756079768
ENSRNOG00000001311	Rab36	20	13608136	13624170	-	16035	-0.1033	3.9751	-0.412565545	0.688671982	0.955201503	-5.756081924
ENSRNOG00000020646	Sdhaf2	1	207139112	207168616	-	29505	0.1431	4.9919	0.750516579	0.470315942	0.904774112	-5.756227024
ENSRNOG00000005206	Kcnq3	7	97730465	98025653	-	295189	-0.0869	9.7942	-0.359747378	0.726552684	0.963663983	-5.756402602
ENSRNOG00000004723	Fcf1	6	104617770	104629643	+	11874	-0.0025	3.5844	-0.009145348	0.992883899	0.999591447	-5.756412137
ENSRNOG00000006576	Bms1	4	151558163	151595127	-	36965	-0.1460	4.8130	-0.709734928	0.494161536	0.911120708	-5.756476852
ENSRNOG00000018117	Ndufv1	1	201299985	201305466	-	5482	-0.1716	4.5652	-0.632035231	0.541610074	0.921893255	-5.756483248
ENSRNOG00000011690	Rmdn3	3	106125951	106146586	-	20636	0.1134	4.1169	0.48328132	0.639351877	0.945219397	-5.756697697
ENSRNOG00000004773	Yaf2	7	124444152	124499928	-	55777	0.1492	5.8914	0.832687197	0.424552724	0.894696693	-5.756939137
ENSRNOG00000052539	Prpf40b	7	130432112	130454052	+	21941	-0.0719	3.7884	-0.291327353	0.776782507	0.972293296	-5.757344226
ENSRNOG00000021027	Dbp	1	96175440	96180745	+	5306	0.1590	4.2533	0.540089263	0.601011357	0.93569684	-5.75740745
ENSRNOG00000007924	Mios	4	36263968	36289544	+	25577	-0.1307	4.4698	-0.614315977	0.55279038	0.923161082	-5.757566495
ENSRNOG00000063828	Pcdh7	14	52475610	52902051	-	426442	-0.1162	9.5221	-0.42360999	0.680859618	0.953821085	-5.757760814
ENSRNOG00000029205	Zfp354c	10	35132959	35145661	-	12703	-0.1090	4.0016	-0.421318046	0.682477626	0.954018311	-5.75781473
ENSRNOG00000002091	Gtf3c3	9	55883721	55942967	-	59247	-0.1531	5.0662	-0.756620034	0.466811219	0.904744118	-5.757902262
ENSRNOG00000016578	Mtpap	17	53320741	53341538	-	20798	-0.0859	3.8880	-0.354794981	0.730146495	0.963663983	-5.758109689
ENSRNOG00000053023	Taz	X	152065609	152074001	+	8393	0.0305	3.6255	0.118570968	0.907974396	0.990148997	-5.758202869
ENSRNOG00000015417	Kansl3	9	38562177	38605692	-	43516	-0.1421	4.6673	-0.668251945	0.519170017	0.919444389	-5.758341155
ENSRNOG00000002100	Srp72	14	31168293	31195729	-	27437	0.1145	4.1835	0.50875995	0.622008388	0.940759546	-5.758617042
ENSRNOG00000068523		10	24073414	24087219	+	13806	-0.1447	4.9896	-0.740330542	0.476202268	0.904774112	-5.758627007
ENSRNOG00000006136	Pdpk1	10	13105498	13174623	-	69126	-0.1575	6.8414	-0.798727502	0.443092087	0.897043655	-5.758676748
ENSRNOG00000007030	Epha7	5	42975405	43127112	+	151708	-0.1617	7.8351	-0.705919523	0.496430244	0.911455787	-5.758879245
ENSRNOG00000005018	Scn2a	3	50302877	50437214	+	134338	-0.1345	8.1788	-0.660868777	0.523699288	0.919621074	-5.759024718
ENSRNOG00000025715	Dynlrb1	3	143742586	143764227	+	21642	-0.1276	4.4050	-0.586704103	0.57047056	0.929048089	-5.759028004
ENSRNOG00000019875	Matr3	18	27163714	27193166	+	29453	-0.1446	7.1002	-0.780604156	0.45320217	0.902224441	-5.759146237
ENSRNOG00000064076		3	68765037	68766837	+	1801	-0.0159	3.6062	-0.061697021	0.952025587	0.996933233	-5.759307347
ENSRNOG00000029798	Lrrc4c	3	83483851	83687774	+	203924	-0.0882	9.7913	-0.351185512	0.732770114	0.963821309	-5.759662456
ENSRNOG00000007625	B3galt1	3	52253618	52825313	+	571696	-0.0893	9.7452	-0.361853938	0.725026116	0.963663983	-5.760382553
ENSRNOG00000011216	Tbl1xr1	2	104801721	104929055	+	127335	-0.1465	7.0304	-0.783672969	0.451479706	0.902224441	-5.76058872
ENSRNOG00000003815	Slc25a11	10	55357597	55360410	-	2814	-0.0343	3.6485	-0.134421446	0.895748933	0.987990028	-5.760608627
ENSRNOG00000028899	Zbtb33	X	116963347	116971023	+	7677	0.0103	3.6076	0.03915466	0.969541401	0.998817606	-5.760665226
ENSRNOG00000029394	Dusp8	1	197169422	197182921	-	13500	-0.0983	3.8274	-0.307693679	0.764658275	0.969756147	-5.760852441
ENSRNOG00000000417	Numa1	1	156326259	156372855	+	46597	-0.1460	5.3762	-0.793027898	0.446255447	0.898733533	-5.761161142
ENSRNOG00000012323	Cherp	16	17367455	17380507	+	13053	0.0362	3.6470	0.128553386	0.900271808	0.989560719	-5.761372523
ENSRNOG00000030515	Nfasc	13	43997224	44183880	-	186657	0.1457	7.5389	0.737936257	0.477592637	0.905841703	-5.7617684
ENSRNOG00000021068	Pip5k1a	2	182628300	182671598	-	43299	-0.1452	5.4189	-0.79654999	0.444298884	0.897579567	-5.761867988
ENSRNOG00000001996	Ythdc1	14	21185440	21216028	-	30589	-0.1472	6.1846	-0.82117623	0.43077745	0.895070546	-5.762256027
ENSRNOG00000003052	Cox18	14	17865857	17877480	+	11624	0.0116	3.6189	0.044087565	0.965706652	0.998817606	-5.762811566
ENSRNOG00000016896	Rpl3	7	111621610	111636468	-	14859	0.1747	6.1918	0.820933011	0.430909632	0.895070546	-5.763337831
ENSRNOG00000005841	Erp44	5	62516551	62610761	-	94211	-0.1578	6.2661	-0.818990107	0.431966518	0.895070546	-5.76357887
ENSRNOG00000028904	Vps9d1	19	51277000	51290634	-	13635	0.0639	3.7603	0.24645536	0.810338679	0.977857309	-5.76382828
ENSRNOG00000028585	Tceal8	X	99171177	99173710	-	2534	-0.0592	3.7283	-0.216692504	0.832825409	0.980554331	-5.763909028
